,Landfill Name,Physical Address,City,State,County,Zip Code,Latitude,Longitude
358,Shoreline LF at Mountain View,"1780 Ampitheatre Parkway
2600 Shoreline Boulevard",Mountain View,CA,Santa Clara,94043,37.4236,-122.0903
360,Sierra Army Depot,74 Currant Street,Herlong,CA,Lassen,96113,40.16278,-120.15888999999999
361,Simi Valley LF,2801 N. Madera Road,Simi Valley,CA,Ventura,93065,34.294540000000005,-118.79543999999999
363,Sonoma County Central Disposal Site,500 Mecham Road,Petaluma,CA,Sonoma,94952,38.29694,-122.74221999999999
364,South Chollas SLF,"6000 College Grove Drive
2781 Caminito Chollas",San Diego,CA,San Diego,92105,32.7352,-117.0669
366,South Miramar LF,5180 Convoy Street,San Diego,CA,San Diego,92111,32.842,-117.152
367,Southeast Regional Solid Waste Disposal Site,12716 Dinuba Avenue,Selma,CA,Fresno,93662,36.59049,-119.56238
368,Spadra LF,4125 W. Valley Boulevard,Walnut,CA,Los Angeles,91789,34.03864,-117.82378999999999
370,Sunnyvale LF,301 Carl Road,Sunnyvale,CA,Santa Clara,94089,37.4184,-122.00776
371,Sunshine Canyon Landfill,14747 San Fernando Road,Sylmar,CA,Los Angeles,91342,34.32352,-118.50294
372,Sycamore SLF,8514 Mast Boulevard,Santee,CA,San Diego,92071,32.8496,-117.02667
373,Taft SLF,13351 Elk Hills Road,Taft,CA,Kern,93268,35.20377,-119.45313999999999
374,Tajiguas SLF,14470 Calle Real,Gaviota,CA,Santa Barbara,93117,34.47694,-120.12416999999999
375,Teapot Dome Landfill,21063 Avenue 128,Porterville,CA,Tulare,93257,36.02111,-119.10583000000001
377,Tehachapi SLF,12001 Tehachapi Boulevard,Tehachapi,CA,Kern,93561,35.12362,-118.34031
378,Tehama County/Red Bluff Landfill,19995 Plymire Rd,Red Bluff,CA,Tehama,96080,40.196,-122.29741999999999
380,Toland Road SLF,3500 North Toland Road,Santa Paula,CA,Ventura,93060,34.4025,-118.99806000000001
381,Toyon Canyon LF,5050 Mt Hollywood Drive,Los Angeles,CA,Los Angeles,90027,34.1444,-118.3012
382,Tri-Cities Landfill,7010 Auto Mall Parkway,Fremont,CA,Alameda,94538,37.49227,-121.99229
383,Trona-Argus Refuse Disposal Site,83000 1st Street,Trona,CA,San Bernardino,93562,35.7632,-117.399
386,Twentynine Palms Disposal Site,7501 Pinto Mountain Road,Twentynine Palms,CA,San Bernardino,92277,34.1192,-115.9652
390,Union Mine Disposal Site,5700 Union Mine Road,El Dorado,CA,El Dorado,95623,38.648,-120.8298
392,Upland LF,"1460 N. Campus Avenue
BTW E. 14th and E. 15th",Upland,CA,San Bernardino,91786,34.11667,-117.64
394,Vandenberg Air Force Base LF,SE of Washington and New Mexico Avenue,Vandenberg Air Force Base,CA,Santa Barbara,93437,34.7197,-120.52418
395,Vasco Road SLF,4001 North Vasco Road,Livermore,CA,Alameda,94550,37.75333,-121.72333
396,Victorville Sanitary Landfill,18600 Stoddard Wells Road,Victorville,CA,San Bernardino,92392,34.59333,-117.27
397,Visalia Landfill,"33466 Road 80
8614 Avenue 328",Visalia,CA,Tulare,93291,36.39222,-119.39193999999999
401,West Central LF,14095 Clear Creek Road,Igo,CA,Shasta,96047,40.481559999999995,-122.53498
402,West Contra Costa SLF,1 Parr Boulevard,Richmond,CA,Contra Costa,94801,37.96778,-122.37638999999999
404,West Miramar SLF,5180 Convoy Street,San Diego,CA,San Diego,92111,32.856,-117.162
406,Western Regional SLF,3195 Athens Avenue,Lincoln,CA,Placer,95648,38.83583,-121.34472
408,Woodville Landfill,19800 Road 152,Tulare,CA,Tulare,93274,36.15056,-119.23138999999999
409,Yermo Disposal Site,40950 Minneola Road,Yermo,CA,San Bernardino,92398,34.940020000000004,-116.766
410,Yolo County Central LF,44090 County Road 28H,Woodland,CA,Yolo,95776,38.59028,-121.69221999999999
411,Yreka Solid Waste LF,2420 Oberlin Road,Yreka,CA,Siskiyou,96097,41.700309999999995,-122.59772
413,Yucaipa Refuse Disposal Site,33600 Oak Glen Road,Yucaipa,CA,San Bernardino,92399,34.0465,-117.06
414,Zanker Road (Nine Par) SLF,705 Los Esteros Road,San Jose,CA,Santa Clara,95134,37.43325,-121.95713
415,Archuleta County Landfill,"9179 County Road 500
9000 Trujillo Road",Pagosa Springs,CO,Archuleta,81147,37.156395,-107.0525
416,Bondad Landfill,1500 E. CR 310-318,Durango,CO,La Plata,81301,37.054875,-107.863825
417,Boulder Landfill,1600 S. 66th Street,Boulder,CO,Boulder,80303,39.94,-105.1995
418,Broad Canyon Landfill,30120 HH31 Road,Naturita,CO,Montrose,81422,38.158012,-108.518126
419,Broadacres Landfill Inc.,"4025 Doyle Road
Near Bush Road & Doyle Road INT",Pueblo,CO,Pueblo,81006,38.138888,-104.485279
420,Buffalo Ridge Landfill,11655 Weld County Road 59,Keenesburg,CO,Weld,80643,40.19,-104.53
421,Central Weld County SLF,6037 E. 77th Avenue,Greeley,CO,Weld,80634,40.350836,-104.803464
422,Colorado Springs Landfill,1010 Blaney Road,Colorado Springs,CO,El Paso,80929,38.843,-104.58
424,County Line LF,4200 E. County Line Road,Littleton,CO,Douglas,80126,39.5636,-104.9335
425,Denver Arapahoe Disposal Site (DADS),3500 South Gun Club Road,Aurora,CO,Arapahoe,80018,39.66,-104.69
426,Denver Regional Landfill (North),1441 Weld County Road 6,Erie,CO,Weld,80516,40.0439,-105.00413999999999
427,Denver Regional Landfill (South),1441 Weld County Road 6,Erie,CO,Weld,80516,40.02918,-105.02982
428,Eagle County Landfill,"815 Ute Creek Road
2-3 mi N of Wolcott",Wolcott,CO,Eagle,81655,39.725,-106.661
429,East Regional Landfill (ERL),8201 Schumaker Road,Bennett,CO,Adams,80102,39.842346,-104.489113
430,Foothills Landfill,8900 Highway 93,Golden,CO,Jefferson,80403,39.849000000000004,-105.226
431,Fountain Landfill,10000 Squirrel Creek Road,Fountain,CO,El Paso,80817,38.68181,-104.628676
432,Front Range Landfill,1830 Weld County Road 5,Erie,CO,Weld,80516,40.020405,-105.01267299999999
434,Larimer County Landfill,5887 S. Taft Hill Road,Fort Collins,CO,Larimer,80526,40.505078000000005,-105.122846
436,Mesa County Landfill,3071 U.S. Highway 50,Grand Junction,CO,Mesa,81503,39.012,-108.492
437,Midway Landfill,8925 Rancho Colorado Boulevard,Fountain Valley,CO,El Paso,80817,38.5475,-104.65781899999999
438,Milner Landfill,20650 County Road 205,Milner,CO,Routt,80487,40.469085,-107.03936999999999
439,Montrose County Landfill,67999 Landfill Road,Montrose,CO,Montrose,81401,38.52717,-107.818073
440,Morgan County SWDLF,21448 CR-22,Fort Morgan,CO,Morgan,80701,40.3143,-103.7351
441,North Weld SLF,40000 Weld County Road 25,Ault,CO,Weld,80610,40.58217,-104.83176999999999
442,Phantom Landfill,"2500 Fremont County Road 67 (Phantom Canyon Road)
6 miles E of Canon City",Penrose,CO,Fremont,81240,38.468739,-105.116272
443,Pitkin County Solid Waste Center,32046 Hwy 82,Snowmass Village,CO,Pitkin,81611,39.285,-106.9175
445,Sedalia Recycling Center & Depository,5970 Highway 85,Sedalia,CO,Douglas,80135,39.447542999999996,-104.96545800000001
446,South Canyon Landfill,1250 CR-134,Glenwood Springs,CO,Garfield,81601,39.551,-107.42
447,Southside Solid Waste Disposal Site,5715 W State Highway 78,Pueblo,CO,Pueblo,81005,38.221270000000004,-104.708434
448,Summit County Landfill,639 Landfill Road,Dillon,CO,Summit,80435,39.608000000000004,-105.99700000000001
450,Tower Landfill Inc.,8480 Tower Road,Commerce City,CO,Adams,80022,39.85052,-104.77186999999999
455,Canterbury LF,133 Packer Road,Canterbury,CT,Windham,6331,41.657,-71.9604
457,East Windsor LF,Wapping Road,Broad Brook,CT,Hartford,6016,41.8689,-72.5645
459,Groton LF,Wells Street,Groton,CT,New London,6340,41.3703,-72.0793
461,Hartford LF,180 Leibert Road,Hartford,CT,Hartford,6120,41.7901,-72.6514
463,Manchester LF,"1 Landfill Way
311 Olcott Street",Manchester,CT,Hartford,6040,41.7684,-72.5604
465,Middletown Avenue Landfill,260 Middletown Avenue,New Haven,CT,New Haven,6513,41.328,-72.88600000000001
466,Montville LF,Route 163 & Chesterfield Road,Montville,CT,New London,6353,41.463503,-72.15749699999999
467,New Milford LF,182-2 Danbury Road,New Milford,CT,Litchfield,6776,41.55082,-73.41766
470,Putnam LF,River Road,Putnam,CT,Windham,6260,41.881,-71.91
471,Shelton LF,866 River Road,Shelton,CT,Fairfield,6484,41.26079,-73.09600999999999
474,Waterbury-North End LF,Mark Lane,Waterbury,CT,New Haven,6704,41.5779,-73.0101
476,Windsor-Bloomfield LF,500 Huckleberry Road,Windsor,CT,Hartford,6095,41.8936,-72.7093
477,Cherry Island Landfill,1706 E. 12th Street,Wilmington,DE,New Castle,19809,39.7308,-75.52
478,Jones Crossroads Landfill,28560 Landfill Lane,Georgetown,DE,Sussex,19947,38.596,-75.439
479,Pigeon Point Landfill,1101 Lambson Lane,New Castle,DE,New Castle,19720,39.7054,-75.5326
480,Sandtown Landfill,1107 Willow Grove Road,Felton,DE,Kent,19943,39.0327,-75.7251
481,58th Street Landfill,8831 NW 58th Street,Miami,FL,Miami-Dade,33178,25.8325,-80.345833
482,A.C.M.S. Inc.,835 CR 529,Lake Panasoffkee,FL,Sumter,33585,28.743151,-82.09165300000001
483,Aucilla Area SW Facility Class I & 2,"1313 SW Greenville Hills Road
East side of US 221",Greenville,FL,Madison,32331,30.45833,-83.60833000000001
484,Baseline Landfill,5601 SE 66th Street,Ocala,FL,Marion,34480,29.123,-82.06
485,Bee Ridge LF,8350 Bee Ridge Road,Sarasota,FL,Sarasota,34241,27.2958,-82.39399999999999
487,Brevard County Central Disposal Facility,2250 W. Adamson Road,Cocoa,FL,Brevard,32926,28.3971,-80.8296
488,Bridgeway Acres LF,3001-110th Avenue North,St. Petersburg,FL,Pinellas,33716,27.867646999999998,-82.6757
489,Broward County Landfill,7101 SW 205th Avenue,Fort Lauderdale,FL,Broward,33332,26.03785,-80.42495
490,Buckingham Landfill,Buckingham Road near INT with SR-82,Fort Meyers,FL,Lee,33905,26.63312,-81.75318
491,Cedar Trail Landfill (CTL),2500 State Road 60 West,Bartow,FL,Polk,33830,27.89808,-81.884525
492,Central County Solid Waste Disposal Complex,4000 Knights Trail Road,Nokomis,FL,Sarasota,34275,27.201577,-82.39064599999999
493,Citrus County Central Landfill,230 W. Gulf to Lake Highway,Lecanto,FL,Citrus,34461,28.851979999999998,-82.43651
494,Collier County Landfill,3750 White Lake Boulevard,Naples,FL,Collier,34117,26.1634,-81.6585
496,Croom SLF,"High Corner Road
Off SR-50",Brooksville,FL,Hernando,34602,28.5409,-82.2657
497,DeSoto City SLF,6000 Skipper Road,Sebring,FL,Highlands,33876,27.4148,-81.406
498,Dyer Boulevard LF,7301 Haverhill Road North,West Palm Beach,FL,Palm Beach,33407,26.7819,-80.13
499,East Duval SLF,515 Girvin Road,Jacksonville,FL,Duval,32225,30.33635,-81.46265
500,Gulf Coast RDF,11990 SR 82 East,Fort Myers,FL,Lee,33913,26.60303,-81.76843000000001
501,Hernando County Northwest Landfill,14450 Landfill Road,Brooksville,FL,Hernando,34614,28.66735,-82.486788
502,Highlands County Solid Waste Management Center,12700 Arbuckle Creek Road,Sebring,FL,Highlands,33870,27.5106,-81.3155
503,Hillsborough Heights LF,6209 County Road 579,Seffner,FL,Hillsborough,33584,28.015,-82.29799999999999
505,Indian River County LF Class I,1325 74th Avenue SW,Vero Beach,FL,Indian River,32968,27.578000000000003,-80.485
506,J.E.D. Solid Waste Management Facility,1501 Omni Way,St. Cloud,FL,Osceola,34773,28.064,-81.098
507,Jacksonville North SLF,11405 Island Drive,Jacksonville,FL,Duval,32226,30.4418,-81.556
508,Lake County Central Phase I Landfill,13130 Astatula Landfill Road,Tavares,FL,Lake,32778,28.75558,-81.735811
509,Lantana Landfill,9191 Lantana Road,Lake Worth,FL,Palm Beach,33467,26.593020000000003,-80.19369
511,Lee/Hendry County Regional SW Disposal Facility,5500 Church Road,Felda,FL,Hendry,33930,26.559790000000003,-81.5204
512,Lena Road Class I Landfill,"3333 Lena Road
S. of SR-64 & Lena Road INT",Bradenton,FL,Manatee,34211,27.470055,-82.443497
513,Leon County Landfill,"7550 Apalachee Parkway
5 mi. E. of SR 261 & US 27 Int.",Tallahassee,FL,Leon,32311,30.421529999999997,-84.14399999999999
514,Madison City/County SLF,"CR-591
2 miles NE of Madison",Madison,FL,Madison,32340,30.5081,-83.3908
515,Majette North SLF,"Old Majette Tower Road & John Pitts Road
2 miles east of US 231, S SR-390",Panama City,FL,Bay,32404,30.2383,-85.5144
516,Martin County Palm City II SLF,9101 SW Busch Street,Palm City,FL,Martin,34990,27.1842,-80.3776
517,Medley Landfill,9350 NW 89th Avenue,Medley,FL,Miami-Dade,33178,25.8586,-80.3508
518,Monarch Hill Landfill,"2700 NW 48th Street
(2700 Wiles Road)",Pompano Beach,FL,Broward,33073,26.283,-80.161
519,New River Regional LF,24276 NE 157th Street,Raiford,FL,Union,32083,30.0932,-82.2052
521,North Central Landfill,"10 Environmental Loop South
7399 De Castro Road",Winter Haven,FL,Polk,33880,28.02389,-81.847245
522,North Dade Landfill,21500 NW 47th Avenue,Opa-Locka,FL,Miami-Dade,33055,25.9679,-80.2862
523,Okeechobee LF,10800 NE 128th Avenue,Okeechobee,FL,Okeechobee,34972,27.341040000000003,-80.6966
524,Orange County SLF,12100 Young Pine Road,Orlando,FL,Orange,32829,28.480999999999998,-81.2083
525,Osceola Landfill,1930 E. Osceola Road,Geneva,FL,Seminole,32732,28.79278,-81.0882
526,PBCSWA RRF Site #7,7501 N. Jog Road,West Palm Beach,FL,Palm Beach,33412,26.763,-80.137436
527,PCSW Resource Recovery Facility,14230 Hays Road,Spring Hill,FL,Pasco,34610,28.369723999999998,-82.560119
528,Perdido LF,13009 Beulah Road,Cantonment,FL,Escambia,32533,30.57654,-87.3897
529,Pine Ridge Recycling & Disposal,5400 Rex Drive,Winter Garden,FL,Orange,34787,28.487325,-81.651813
530,Putnam County Central SLF,140 County Landfill Road,Palatka,FL,Putnam,32177,29.7196,-81.6655
532,Rosemary Hill LF Expansion Class I,"3545 Rosemary Hill Road
West of CR-315",Green Cove Springs,FL,Clay,32043,30.0047,-81.7402
533,Saint Cloud City LF Class I,"2705 Peg Horn Way
near Int. of Budinger Avenue & 17th Street",Saint Cloud,FL,Osceola,34769,28.2335,-81.3079
534,Sandler Road SLF,10500 Sandler Road,Jacksonville,FL,Duval,32222,30.233458000000002,-81.828486
535,Santa Rosa Central LF,6337 Da Lisa Road,Milton,FL,Santa Rosa,32583,30.5785,-87.0664
536,South Dade Dump,SW 97th Avenue & SW 248th Street,Goulds,FL,Miami-Dade,33032,25.5336,-80.3451
537,South Dade Solid Waste Disposal Facility,23707 SW 97th Avenue,Homestead,FL,Miami-Dade,33032,25.5445,-80.3477
539,Southeast Hillsborough County LF,15960 County Road 672,Lithia,FL,Hillsborough,33547,27.776390000000003,-82.187501
540,Southport Road SLF Phase I & II,4400 Hunt Road,Kissimmee,FL,Osceola,34746,28.1551,-81.42272
541,Springhill Regional Landfill,4945 W State Hwy 273,Campbellton,FL,Jackson,32426,30.92104,-85.42854
542,St. Lucie County Baling and Recycling Facility,6120 Glades Cutoff Road,Fort Pierce,FL,St. Lucie,34981,27.390834,-80.395557
543,Steelfield Road Landfill,11411 Landfill Road,Panama City Beach,FL,Bay,32437,30.36226,-85.917
544,Stock Island LF,Junior College Road,Key West,FL,Monroe,33040,24.5805,-81.7482
545,Sunbeam Road SLF,Sunbeam Road & Craven Road,Jacksonville,FL,Duval,32257,30.2059,-81.6001
546,SW Alachua SLF,State Road 24,Archer,FL,Alachua,32618,29.5125,-82.54799999999999
547,Taylor County Central LF,Landfill Road,Perry,FL,Taylor,32347,30.0268,-83.7011
548,Tillman Ridge SLF,"3005 Allen Nease Road
S on SR-214, W on Allen Nease Roadÿ",St. Augustine,FL,St. Johns,32033,29.8314,-81.4053
549,Tomoka Farms Road LF,1990 Tomoka Farms Road,Port Orange,FL,Volusia,32128,29.1285,-81.0806
550,Toytown SLF,10550 16th Street North,St. Petersburg,FL,Pinellas,33716,27.8722,-82.6583
551,Trail Ridge Landfill Inc.,5110 U.S. Highway 301 S,Baldwin,FL,Duval,32234,30.2246,-82.0447
552,West Nassau SLF,"46026 Landfill Road/440 N Kings Road
2 miles NW of Callahan off US 1ÿ",Callahan,FL,Nassau,32011,30.6046,-81.8204
553,Winfield Solid Waste Facility,1347 NW Oosterhoudt Lane,Lake City,FL,Columbia,32055,30.2563,-82.703986
554,Wright LF,Percy Lane & N Beal Extension,Fort Walton Beach,FL,Okaloosa,32547,30.4757,-86.6418
555,Zemel Road Landfill,29751 Zemel Road,Punta Gorda,FL,Charlotte,33955,26.794446,-81.960278
556,"Advanced Disposal Services Evergreen Landfill, Inc.",2995 Wetherington Lane,Valdosta,GA,Lowndes,31601,30.808000000000003,-83.3625
557,Athens-Clarke County Landfill,5700 Lexington Road,Winterville,GA,Clarke,30683,33.929,-83.2627
558,Atkinson County - SR 50 MSWL,64 Author Davis Drive,Willacoochee,GA,Atkinson,31650,31.319415000000003,-82.964286
559,Baker Place Road Landfill (Ph 1 & 2),468 Chamblin Road,Grovetown,GA,Columbia,30813,33.489158,-82.234624
560,Bartow County MSWLF,"40 Allatoona Dam Road
between Hwy 41 & S.R. 293",Cartersville,GA,Bartow,30120,34.1438,-84.7648
561,BJ Landfill,2901 Jones Mill Road,Norcross,GA,Gwinnett,30071,33.93045,-84.23786
562,Broadhurst Environmental Landfill,4800 Broadhurst Road West,Screven,GA,Wayne,31560,31.4708,-81.9411
563,Button-Gwinnett Landfill Phase III,70 Arnold Road,Lawrenceville,GA,Gwinnett,30045,33.9231,-84.0478
564,Camden County SR 110 MSW Landfill,"5395 Hwy 110 (SR 110 & Russell Road)
12 miles SW of Woodbine",Silco,GA,Camden,31569,30.859090000000002,-81.854516
565,Carroll County - Carrollton SR 166 MSW Landfill,439 Simonton Mill Road,Carrollton,GA,Carroll,30117,33.5529,-85.156
566,Cascade Road Landfill,4047 Cascade Road S.W.,Atlanta,GA,Fulton,30331,33.733000000000004,-84.51899999999999
567,Catoosa County MSW LF,912 Shope Ridge Road,Ringgold,GA,Catoosa,30736,34.8849,-85.1725
568,Cedar Grove Landfill,172 Roger Brown Drive,Barnesville,GA,Lamar,30204,33.085972999999996,-84.208563
569,Chambers-Bolton Road,"2236 Bolton Road, N.W.",Atlanta,GA,Fulton,30318,33.8195,-84.4655
571,"Chesser Island Road Landfill, Inc. MSWL",Highway 121 S. (SR 23) at Chesser Island Road,Folkston,GA,Charlton,31537,30.7079,-82.0811
572,"City of Forsyth-Old Brent Road, Phase I&II",Old Brent Road,Forsyth,GA,Monroe,31209,33.015,-83.955
573,City of LaGrange Landfill,2233 Greenville Road,LaGrange,GA,Troup,30241,33.0463,-84.9532
574,City of Thomasville MSWLF,"88 Landfill Road
off Sunset Drive",Thomasville,GA,Thomas,31757,30.805802000000003,-83.91265
575,City of Tifton / Omega / Eldorado Road LF,445 Mitchell Store Road,Tifton,GA,Tift,31794,31.357772999999998,-83.53698100000001
576,Clayton County SR 3 Lovejoy Landfill,11678 Hastings Bridge Road,Lovejoy,GA,Clayton,30250,33.44,-84.307
577,Columbus Pine Grove MSWLF,7160 Sacerdote Lane,Columbus,GA,Muscogee,31907,32.4974,-84.865
578,Columbus-Schatulga Road SLF,"7160 Sacerdote Lane
Schatulga Road off SR 22",Columbus,GA,Muscogee,31907,32.5015,-84.865
580,Crisp County Landfill,3354 U.S. Highway 41 S,Cordele,GA,Crisp,31015,31.866967,-83.749031
581,Deans Bridge Road MSWLF,4330 Deans Bridge Road,Blythe,GA,Richmond,30805,33.35257,-82.14324
582,Decatur County Solid Waste Facility,104 Mine Loop Road,Attapulgus,GA,Decatur,39815,30.71,-84.405
583,Dougherty County Fleming/Gaissert Road LF,900 Gaissert Road,Albany,GA,Dougherty,31705,31.532784000000003,-84.02835300000001
585,Eagle Point Landfill LLC,8880 Old Federal Road,Ball Ground,GA,Forsyth,30107,34.325556,-84.240833
587,Fort Benning LF,1st Division Road,Fort Benning,GA,Muscogee,31905,32.385,-84.865
589,Fulton County Merk Miles Road Landfill,3225 Merk Road,College Park,GA,Fulton,30349,33.668833,-84.570167
590,Gordon County Redbone Ridges LF,1224 Pleasant Hill Road Extension NE & Red Bone Ridge Road,Ranger,GA,Gordon,30734,34.510557,-84.765811
591,Grady Road Landfill,316 Grady Road,Rockmart,GA,Polk,30153,33.9968,-85.167
592,Gun Club Road landfill,1401 Gun Club Road N.W.,Atlanta,GA,Fulton,30318,33.795,-84.461
593,Habersham County SR13 MSWL,4900 Dicks Hill Parkway,Mt. Airy,GA,Habersham,30563,34.555381,-83.45889
594,Hall County Allen Creek Landfill,2665 Allen Creek Road,Gainesville,GA,Hall,30507,34.2537,-83.77600000000001
595,Hall County Candler Road MSWLF,1700 Oakbrook Drive Candler Road,Gainesville,GA,Hall,30507,34.242574,-83.800764
597,Hickory Ridge Landfill,3330 Moreland Avenue,Conley,GA,DeKalb,30288,33.662,-84.336
598,Highway 309 Landfill,2773 Fowlstown Road,Bainbridge,GA,Decatur,39819,30.83715,-84.56792
599,Jefferson County CR-138 MSWL,1619 Mennonite Church Road,Louisville,GA,Jefferson,30434,33.1018,-82.4164
600,Key Road Landfill,1500 Key Road S.E.,Atlanta,GA,DeKalb,30316,33.698725,-84.33991400000001
601,Laurens County - Old Macon Road MSWL,1645 Old Hawkinsville Road,Dublin,GA,Laurens,31021,32.585913,-83.04910100000001
602,Liberty County LF,Limerick Road,Midway,GA,Liberty,31320,31.843000000000004,-81.396
603,Live Oak LF,1189 Henrico Road,Conley,GA,DeKalb,30288,33.6706,-84.3428
604,Macon Bibb Walker Road MSWL,920 11th Street,Macon,GA,Bibb,31201,32.8,-83.611
605,Marble Top Road Landfill,N. Marble Top Road,Chickamauga,GA,Walker,30707,34.839431,-85.36346400000001
606,Morgan Falls,Morgan Falls Road,Dunwoody,GA,Fulton,30350,33.9691,-84.375
607,Murray County Landfill,6585 Highway 411 S,Chatsworth,GA,Murray,30705,34.68076,-84.73063
608,Newton County Landfill,205 Lower River Road,Covington,GA,Newton,30016,33.551581,-83.89550799999999
609,Oak Grove Landfill,"967 Carl Bethlehem Road
3 mi SW of Winder, off SR 324",Winder,GA,Barrow,30680,33.9659,-83.7728
610,Old Dixie Highway MSW Landfill,4189 Old Dixie Highway S.E.,Dalton,GA,Whitfield,30721,34.6516,-84.945
612,Pine Bluff Landfill,13809 East Cherokee Drive,Ball Ground,GA,Cherokee,30107,34.273,-84.387
613,Pine Ridge Landfill,105 Bailey Jester Road,Griffin,GA,Butts,30223,33.240017,-84.118684
614,Polk County Landfill #1,"Highway 278
~1 mile from Grady Road LF",Cedartown,GA,Polk,30125,34.007,-85.165
615,R & B (Banks) Landfill,610 Bennett Road,Homer,GA,Banks,30547,34.35184,-83.42719
616,Richland Creek Road Landfill,5691 South Richland Creek Road,Buford,GA,Gwinnett,30518,34.126999999999995,-84.0353
617,Roberts Road Landfill,180 Roberts Road,Fayetteville,GA,Fayette,30214,33.486,-84.44200000000001
618,Savannah-Dean Forest Road SL,1327 Dean Forest Road,Savannah,GA,Chatham,31405,32.078,-81.22
619,Seminole Road MSW Landfill,4203 Clevemont Road,Ellenwood,GA,DeKalb,30294,33.6552,-84.2525
620,Southern States-Bolton Road,"2236 Bolton Road, N.W.",Atlanta,GA,Fulton,30318,33.8184,-84.4655
621,SR247 MSW Landfill,2080 GA Hwy 247,Kathleen,GA,Houston,31047,32.399561,-83.55573000000001
622,Superior Landfill & Recycling Center,3001 Little Neck Road,Savannah,GA,Chatham,31419,32.025,-81.28
623,Swift Creek Environmental Landfill,4200 Davis Road,Macon,GA,Bibb,31217,32.8235,-83.5176
625,Turkey Run Landfill,7144 Lone Oak Road,Hogansville,GA,Meriwether,30230,33.163696,-84.848925
628,Walker Mountain Landfill,433 Walker Mountain Road,Rome,GA,Floyd,30161,34.19,-85.214799
629,Watts Road LF,1144 Field Road NW,Atlanta,GA,Fulton,30318,33.7856,-84.4858
630,"WI Taylor County Disposal, LLC",33 Stewart Road,Mauk,GA,Taylor,31058,32.462263,-84.371526
632,"Wolf Creek Landfill, LLC","911 Landfill Road
off Hwy 80 (Jeffersonville Road)",Dry Branch,GA,Twiggs,31020,32.770534999999995,-83.437873
635,Central Maui Landfill,1 Pulehu Road,Puunene,HI,Maui,96784,20.86,-156.41899999999998
636,Hana Landfill,Waikaloa Street,Hana,HI,Maui,96713,20.76778,-155.98859
638,Kalamaula Landfill,Maunaloa Highway,Naiwa,HI,Maui,96748,21.10096,-157.05001000000001
639,Kaneohe Marine Corps Air Station Landfill,MCBH Kaneohe Bay,Kaneohe Bay,HI,Honolulu,96863,21.448,-157.731
640,Kapaa,Kapaa Quarry Road,Kailua,HI,Honolulu,96734,21.4,-157.767
641,Kapaa and Kalaheo Sanitary Landfills,"Kapaa Quarry Road
913 Kalanianaole Highway",Kailua,HI,Honolulu,96734,21.401025,-157.77503000000002
642,Kekaha Landfill/Phases I & II,6900-D Kaumualii Highway,Kekaha,HI,Kauai,96752,22.03452,-159.73029
643,Lanai Landfill,"Kaumalapau Highway (Hwy 440)
4 mi W of Lanai City",Lanai City,HI,Maui,96763,20.794,-156.967
644,Naiwa Landfill,Maunaloa Highway,Kaunakakai,HI,Maui,96748,21.118000000000002,-157.062
645,Olowalu Landfill,Honoapiilani Highway,Lahaina,HI,Maui,96761,20.830189999999998,-156.62902
646,Palailai Landfill,91-402 Farrington Highway,Kapolei,HI,Honolulu,96707,21.338,-158.088
647,South Hilo Sanitary Landfill (SHSL),"Leilani Street
1645 Ho'olaulima Road",Hilo,HI,Hawaii,96720,19.698,-155.04399999999998
648,Waimanalo Gulch Landfill & Ash Monofill,92-460 Farrington Highway,Kapolei,HI,Honolulu,96707,21.344,-158.11279
649,West Hawaii Landfill/Puuanahulu,71-1111 Queen Kaahumanu Highway,Waikoloa,HI,Hawaii,96738,19.889013000000002,-155.88029699999998
651,Black Hawk County SLF (Area E),1509 East Washburn Road,Waterloo,IA,Black Hawk,50701,42.413999999999994,-92.32758000000001
652,Boone County Landfill,1268 224th Lane,Boone,IA,Boone,50036,42.02985,-93.9194
653,Carroll County Sanitary Landfill,19111 Kittyhawk Avenue,Carroll,IA,Carroll,51401,42.07127,-94.90601
655,Cedar Rapids Linn County Solid Waste Landfill #1,2250 A Street SW,Cedar Rapids,IA,Linn,52404,41.964690000000004,-91.65193000000001
656,Cedar Rapids Linn County Solid Waste Landfill #2,1954 County Home Road,Marion,IA,Linn,52302,42.093709999999994,-91.55547
657,Central Disposal Landfill,21265 - 430th Street,Lake Mills,IA,Winnebago,50450,43.382,-93.572
659,City of Muscatine LF,3700 U.S. Highway 61 N,Blue Grass,IA,Muscatine,52726,41.5173,-90.84299999999999
660,Clinton County SLF (East),4292 220th Street,Clinton,IA,Clinton,52732,41.85905,-90.25865999999999
661,Des Moines County Regional Sanitary Landfill,13758 Washington Road,West Burlington,IA,Des Moines,52655,40.849000000000004,-91.196
662,Dickinson Landfill Inc.,2575 190th Street,Spirit Lake,IA,Dickinson,51360,43.37178,-95.07733
663,Dubuque Metropolitan SLF,14501 Highway 20 West,Dubuque,IA,Dubuque,52003,42.455009999999994,-90.77686
664,Fayette County Landfill,10275 Kornhill Road,Fayette,IA,Fayette,52142,42.82,-91.792
665,Floyd-Mitchell-Chickasaw Counties Landfill,3354 330th Street,Elma,IA,Mitchell,50628,43.236746999999994,-92.560748
667,Great River Regional Solid Waste Authority Landfill,2092 303rd Avenue,Fort Madison,IA,Lee,52627,40.656,-91.3095
