,Landfill Name,Physical Address,City,State,County,Zip Code,Latitude,Longitude
1049,Acushnet LF,561 Main Street,Acushnet,MA,Bristol,2743,41.707,-70.895
1050,Amherst LF,740 Belchertown Road,Amherst,MA,Hampshire,1002,42.3712,-72.5108
1051,"Attleboro Landfill, Incorporated",179 Peckham Street,Attleboro,MA,Bristol,2703,41.94,-71.235
1052,Barnstable LF,45 Flint Street,Marstons Mills,MA,Barnstable,2648,41.6611,-70.3911
1053,Bondi Island Landfill,Agawam Avenue,West Springfield,MA,Hampden,1089,42.1027,-72.5889
1054,Bourne LF,201 MacArthur Boulevard Route 28,Bourne,MA,Barnstable,2532,41.728,-70.5813
1056,Carver-Marion-Wareham Landfill,118 Federal Road,Carver,MA,Plymouth,2330,41.812833000000005,-70.7195
1058,Chicopee Landfill (Republic),845 Burnett Road,Chicopee,MA,Hampden,1020,42.1752,-72.5325
1059,Chicopee Landfill (WMI),161 New Lombard Road,Chicopee,MA,Hampden,1020,42.1659,-72.538
1060,Crapo Hill LF,300 Samuel Barnet Boulevard,New Bedford,MA,Bristol,2745,41.725,-70.982
1061,Dartmouth LF,976 Russells Mills Road,Dartmouth,MA,Plymouth,2748,41.5798,-71.0002
1062,East Bridgewater LF,234 Thatcher Street,East Bridgewater,MA,Plymouth,2333,42.06342,-70.97856999999999
1063,Fall River Landfill,1080 Airport Road,Fall River,MA,Bristol,2720,41.751000000000005,-71.1068
1064,Fitchburg-Westminster LF,101 Fitchburg Road,Westminster,MA,Worcester,1473,42.535959999999996,-71.85388
1065,Gardner Street Landfill,"Gardner Street, West Roxbury",Boston,MA,Suffolk,2201,42.282,-71.182
1067,Granby SLF,11 New Ludlow Road,Granby,MA,Hampshire,1033,42.2214,-72.5459
1068,Greenwood Street LF,30 Nippnapp Trail,Worcester,MA,Worcester,1607,42.218739,-71.789885
1069,Halifax LF,27 Laurel Street,Halifax,MA,Plymouth,2338,41.9918,-70.8992
1070,Hardwick Landfill,1270 Patrill Hollow Road,Hardwick,MA,Hampshire,1037,42.335,-72.2372
1071,Haverhill Landfill,100 Recovery Way,Haverhill,MA,Essex,1835,42.76464,-71.12504
1072,Hull Landfill,Logan Avenue,Hull,MA,Plymouth,2045,42.261835999999995,-70.857348
1073,Leicester LF,151 Mannville Street,Leicester,MA,Worcester,1524,42.26,-71.898
1074,Lowell LF,1290 Westford Street,Lowell,MA,Middlesex,1851,42.626999999999995,-71.3535
1075,Marion LF,Benson Brook Road,Marion,MA,Plymouth,2738,41.7024,-70.781
1076,Marshfield LF,Clay Pit Road & Grove Street,Marshfield,MA,Plymouth,2050,42.111999999999995,-70.708
1077,Martone Landfill,99 Barre Depot Road,Barre,MA,Worcester,1005,42.388000000000005,-72.067
1078,Middleborough Landfill,207 Plympton Street,Middleborough,MA,Plymouth,2346,41.9257,-70.83147
1079,Nantucket LF,188 Madaket Road,Nantucket,MA,Nantucket,2554,41.278999999999996,-70.165
1080,New Bedford LF,1103 Shawmut Avenue,New Bedford,MA,Bristol,2746,41.662589000000004,-70.957314
1081,Northampton Landfill,170 Glendale Road,Florence,MA,Hampshire,1062,42.29385,-72.71621999999999
1082,Otis Air Force Base LF,Connery Road,Buzzards Bay,MA,Barnstable,2532,41.6647,-70.5479
1083,Palmer LF,Emery Street,Palmer,MA,Hampden,1069,42.2025,-72.322
1084,Plainville LF,14 Belcher Street,Plainville,MA,Norfolk,2762,42.0392,-71.292
1085,Quarry Hills Soils LF,Ricciuti Drive,Quincy,MA,Norfolk,2169,42.2417,-71.04503000000001
1086,Randolph LF,Johnson Drive,Randolph,MA,Norfolk,2368,42.1806,-71.0784
1087,RCI Hudson/Stow LF,Old Stow Road,Hudson,MA,Middlesex,1749,42.405,-71.542
1089,South Hadley Landfill LLC,12 Industrial Drive,South Hadley,MA,Hampshire,1075,42.22,-72.558
1091,Southbridge Recycling & Disposal Park,165 Barefoot Road,Southbridge,MA,Worcester,1550,42.10691,-72.0324
1092,Sturbridge Landfill,154 Breakneck Road,Sturbridge,MA,Worcester,1556,42.043815,-72.118011
1093,Taunton SLF,340 East Britannia Street,Taunton,MA,Bristol,2780,41.9223,-71.0836
1094,Wayland LF,484 Boston Post Road,Wayland,MA,Middlesex,1778,42.36326667,-71.38081667
1095,West Street Landfill,744 West Street,Gardner,MA,Worcester,1440,42.581,-72.045
1098,Alpha Ridge SLF,2350 Marriottsville Road,Marriottsville,MD,Howard,21104,39.305776,-76.898803
1102,Beulah Municipal Landfill,6815 East New Market Ellwood Road,Hurlock,MD,Dorchester,21643,38.6735,-75.8994
1104,Brown Station Road Sanitary Landfill,3500 Brown Station Road,Upper Marlboro,MD,Prince George's,20774,38.851,-76.789
1105,Cecil County Central Landfill,758 East Old Philadelphia Road,Elkton,MD,Cecil,21921,39.5969,-75.9136
1106,Central SLF,7091 Central Site Lane,Newark,MD,Worcester,21841,38.2159,-75.3186
1108,Charles County Landfill #2,12305 Billingsley Road East,Waldorf,MD,Charles,20602,38.571999999999996,-76.88600000000001
1109,Eastern Sanitary Landfill Solid Waste Management Facility (ESL),6257 Days Cove Road,White Marsh,MD,Baltimore,21162,39.3948,-76.3964
1112,Forty West SLF,12630 Earth Care Road,Hagerstown,MD,Washington,21740,39.6567,-77.82
1113,Garrett County SWD and RF,3118 Oakland Sang Run Road,Oakland,MD,Garrett,21550,39.45075,-79.40754
1114,Glen Burnie Landfill,100 Dover Road,Glen Burnie,MD,Anne Arundel,21060,39.18718,-76.6
1115,Gude LF,600 E. Gude Drive,Rockville,MD,Montgomery,20850,39.107,-77.14
1117,Harford Waste Disposal Center,3241 Scarboro Road,Street,MD,Harford,21154,39.63963,-76.30235
1120,Hoods Mill Road SLF,7901 Kabik Court,Woodbine,MD,Carroll,21797,39.357,-77.024
1121,Midshore I - Regional Solid Waste Facility,7341 Barkers Landing Road,Easton,MD,Talbot,21601,38.74714,-76.01961
1122,Midshore II - Regional Solid Waste Facility,12236 River Road,Ridgely,MD,Caroline,21660,38.948,-75.8593
1123,Millersville SLF,389 Burns Crossing Road,Severn,MD,Anne Arundel,21144,39.0945,-76.6656
1124,Mountainview SLF,13300 New George's Creek Road SW,Frostburg,MD,Allegany,21532,39.60212,-78.92121
1125,New Cut Landfill,4361 New Cut Road,Ellicott City,MD,Howard,21043,39.246916999999996,-76.796769
1126,Newland Park SLF,6948 Brick Kiln Road,Salisbury,MD,Wicomico,21801,38.385,-75.6336
1128,Norris Farms Landfill,101 Norris Lane,Baltimore,MD,Baltimore,21222,39.288000000000004,-76.48
1129,Northern SLF,1400 Baltimore Boulevard,Westminster,MD,Carroll,21157,39.554,-76.94
1130,Oaks SLF,6001 Olney-Laytonsville Road,Laytonsville,MD,Montgomery,20882,39.189479999999996,-77.12058
1132,Pennington Avenue LF,Pennington Avenue,Baltimore,MD,Baltimore city,21226,39.218,-76.5915
1133,Pisgah SLF,6645 Mason Springs Road,La Plata,MD,Charles,20646,38.5357,-77.1491
1135,Quarantine Road SLF,6100 Quarantine Road,Curtis Bay,MD,Baltimore city,21226,39.2085,-76.5549
1136,Reich's Ford Road SLF,9031 Reichs Ford Road,Frederick,MD,Frederick,21704,39.3754,-77.3528
1137,Resh Road II SLF,Resh Road,Hagerstown,MD,Washington,21740,39.68,-77.80199999999999
1139,Saint Andrews SLF,44825 St. Andrews Church Road,California,MD,St. Mary's,20619,38.2909,-76.5233
1140,Sandy Hill SLF,9500 Old Laurel Bowie Road,Bowie,MD,Prince George's,20720,39.016,-76.791
1142,Solley Road Landfill,7890 Solley Road,Glen Burnie,MD,Anne Arundel,21061,39.160313,-76.57504200000001
1143,Sudley Road SLF,5400 Nutwell Sudley Road,Deale,MD,Anne Arundel,20751,38.8179,-76.5785
1144,Westover/Ring SLF,8716 James Ring Road,Westover,MD,Somerset,21871,38.1191,-75.7328
1146,Bath LF,11 Detritus Drive,Bath,ME,Sagadahoc,4530,43.9396,-69.8189
1147,Brunswick LF,Graham Road,Brunswick,ME,Cumberland,4011,43.97,-70.03699999999999
1148,"Caratunks Forks, West Forks (CFWF) Landfill",Lower Enchanted Road,West Forks,ME,Somerset,4985,45.3699,-70.0255
1150,Crossroads LF,357 Mercer Road,Norridgewock,ME,Somerset,4957,44.6888,-69.8652
1151,Dolby Landfill,Maine 157 (Main Street),East Millinocket,ME,Penobscot,4333,45.654964,-68.596293
1152,ecomaine Landfill/Ashfill,Green Road,Scarborough,ME,Cumberland,4074,43.638870000000004,-70.369449
1153,Hatch Hill LF,Hatch Hill Road,Augusta,ME,Kennebec,4330,44.3228,-69.7087
1154,Juniper Ridge Landfill,2828 Bennoch Road,Old Town,ME,Penobscot,4468,44.9813,-68.7247
1155,Little Squaw LF,Dyer Road,Greenville,ME,Piscataquis,4441,45.456,-69.6258
1156,Pine Tree Landfill,358 Emerson Mill Road,Hampden,ME,Penobscot,4444,44.7747,-68.8663
1157,Presque Isle LF,202 Lathrop Road,Presque Isle,ME,Aroostook,4769,46.602,-68.039
1158,Regional Waste Systems LF,64 Blueberry Road,Portland,ME,Cumberland,4102,43.6535,-70.3324
1161,Town of Dover-Foxcroft Landfill,"66 Landfill Road
Between Milo Road & Essex Street",Dover-Foxcroft,ME,Piscataquis,4426,45.19081,-69.20425999999999
1163,Tri-Community LF,303 Murphy Road,Fort Fairfield,ME,Aroostook,4736,46.86,-67.908
1165,Adrian Landfill,1970 North Ogden Highway,Adrian,MI,Lenawee,49221,41.89059,-83.9924
1166,Advanced Disposal Arbor Hills Landfill Inc.,10690 W. Six Mile Road,Northville,MI,Washtenaw,48168,42.40684,-83.55579
1167,Ann Arbor SLF Phase I & II,4150 Platt Road,Ann Arbor,MI,Washtenaw,48108,42.2278,-83.6997
1168,Autumn Hills Recycling & Disposal Facility,700 56th Avenue,Zeeland,MI,Ottawa,49464,42.781000000000006,-85.9207
1169,Brent Run Landfill,8335 Vienna Road,Montrose,MI,Genesee,48457,43.176846000000005,-83.838258
1170,C&C Landfill,14800 P Drive North,Marshall,MI,Calhoun,49068,42.36108,-85.0087
1171,Carleton Farms Landfill,28800 Clark Road,New Boston,MI,Wayne,48164,42.09394,-83.42973
1172,Cedar Ridge Recycling & Disposal Facility,11633 Saunders Road,East Jordan,MI,Charlevoix,49727,45.247333000000005,-85.2095
1173,"Central Sanitary Landfill, Inc.",21545 Cannonsville Road,Pierson,MI,Montcalm,49339,43.33783,-85.52274
1174,Cereal City Landfill,580 Hubbard Street,Battle Creek,MI,Calhoun,49017,42.3475,-85.200333
1175,Citizens Disposal Landfill,2361 West Grand Blanc Road,Grand Blanc,MI,Genesee,48439,42.91468,-83.72249000000001
1176,City of Midland Sanitary LF,4311 East Ashman Street,Midland,MI,Midland,48642,43.62637,-84.17153
1177,"City Sand & Landfill, Inc.",46805 Willow Road,Belleville,MI,Wayne,48111,42.1156,-83.4938
1178,Dafter Sanitary Landfill Inc,3962 West 12 Mile Road,Dafter,MI,Chippewa,49724,46.336999999999996,-84.444
1179,Delta County Landfill,5701 19th Avenue North,Escanaba,MI,Delta,49829,45.76467,-87.131
1180,Eagle Valley RDF,600 West Silverbell Road,Lake Orion,MI,Oakland,48359,42.72265,-83.25478000000001
1181,Elk Run Sanitary Landfill,20667 5 Mile Highway,Onaway,MI,Presque Isle,49765,45.2824,-84.2238
1182,Forest Lawn Landfill,8230 W. Forest Lawn Road,Three Oaks,MI,Berrien,49128,41.775745,-86.65414399999999
1183,Glen's Sanitary Landfill Inc.,518 East Traverse Highway,Maple City,MI,Leelanau,49664,44.78978,-85.84100000000001
1184,Granger Grand River LF,8550 West Grand River Highway,Grand Ledge,MI,Clinton,48837,42.7896,-84.6935
1185,Granger Wood Street Landfill,16980 Wood Road,Lansing,MI,Clinton,48906,42.76355,-84.55778000000001
1186,Hastings Sanitary Landfill,1899 N. M-43 Highway,Hastings,MI,Barry,49058,42.681000000000004,-85.29799999999999
1188,Huron Landfill,4151 South McMillan Road,Bad Axe,MI,Huron,48413,43.760870000000004,-83.05931
1189,K&W LF,5436 Highway M 38,Ontonagon,MI,Ontonagon,49953,46.7974,-89.1446
1190,Kent County - South Kent LF,10300 South Kent Drive SW,Byron Center,MI,Kent,49315,42.782709999999994,-85.67065
1191,Livingston County Landfill,1551 E. Barron Road,Howell,MI,Livingston,48855,42.650166999999996,-83.920333
1192,Lyon Development LF,5380 S. Milford Road,New Hudson,MI,Oakland,48165,42.5143,-83.616
1193,Manistee County LF,3890 Camp Road,Manistee,MI,Manistee,49660,44.1757,-86.26531999999999
1194,Marquette County SWL,600 County  Road NP,Marquette,MI,Marquette,49855,46.48959,-87.471525
1195,McGill Road Landfill,3895 McGill Road,Jackson,MI,Jackson,49201,42.2913,-84.3698
1196,Menominee Landfill,W6111 Elmwood Road,Menominee,MI,Menominee,49858,45.17373,-87.62938
1197,Montmorency-Oscoda-Alpena Landfill,6751 Landfill Road,Atlanta,MI,Montmorency,49709,44.935,-84.12
1198,Muskegon County SWF,9366 Apple Avenue,Ravenna,MI,Muskegon,49451,43.2351,-85.9905
1199,Northern Oaks Recycling & Disposal Facility,513 North County Farm Road,Harrison,MI,Clare,48625,43.993,-84.79799999999999
1200,Oakland Heights Development Landfill,2350 Brown Road,Auburn Hills,MI,Oakland,48326,42.708459999999995,-83.24873000000001
1201,Orchard Hill SLF,3290 Hennessey Road,Watervliet,MI,Berrien,49098,42.17127,-86.28116
1202,Ottawa County Farms Landfill,15550 68th Avenue,Coopersville,MI,Ottawa,49404,43.0502,-85.95682
1203,"People's Landfill, Inc.",4143 Rathbun Road,Birch Run,MI,Saginaw,48415,43.2802,-83.869
1204,Pine Tree Acres LF Inc.,36600 29 Mile Road,Lenox,MI,Macomb,48048,42.7649,-82.7456
1206,Richfield Landfill,11417 East Mt. Morris Road,Davison,MI,Genesee,48423,43.127376,-83.485555
1207,Riverview Land Preserve,20863 Grange Road,Riverview,MI,Wayne,48193,42.156209999999994,-83.21208
1208,Saginaw Valley Landfill,2145 South Miller Road,Saginaw,MI,Saginaw,48609,43.4042,-84.0823
1209,Sauk Trail Hills Landfill,5011 South Lilley Road,Canton,MI,Wayne,48188,42.2744,-83.4563
1210,Seymour Road Landfill,13164 Seymour Road,Montrose,MI,Genesee,48457,43.1952,-83.8807
1211,Smiths Creek Landfill,6779 Smiths Creek Road,Smiths Creek,MI,St. Clair,48074,42.917429999999996,-82.59168000000001
1212,Southeast Berrien County Landfill,3200 Chamberlain Road,Buchanan,MI,Berrien,49107,41.81354,-86.32723
1214,Tri-City RDF,426 North Ruth Road,Carsonville,MI,Sanilac,48419,43.437,-82.7318
1215,Venice Park Recycling & Disposal Facility,9536 Lennon Road,Lennon,MI,Shiawassee,48449,42.979932,-83.972657
1216,Vienna Junction Landfill,6233 Hagman Road,Erie,MI,Monroe,48133,41.7329,-83.50908000000001
1217,Waters Landfill,11375 Sherman Road,Frederic,MI,Crawford,49733,44.855,-84.68
1218,Wayne Disposal LF,49350 N. I-94 Service Drive,Belleville,MI,Wayne,48111,42.2201,-83.53
1219,Westside Recycling and Disposal Facility,14094 M-60 West,Three Rivers,MI,St. Joseph,49093,41.91555,-85.69200000000001
1220,Wexford County Landfill,990 US 131 North,Manton,MI,Wexford,49663,44.3528,-85.3994
1221,White Lake Landfill,3278 East Colby Road,Whitehall,MI,Muskegon,49461,43.4098,-86.3187
1222,Whitefeather Landfill,2401 East Whitefeather Road,Pinconning,MI,Bay,48650,43.8963,-83.9482
1223,Wood Island Waste Management Inc.,E10081 M-28 East,Wetmore,MI,Alger,49895,46.37663,-86.59535
1224,Woodland Meadows Landfill,"5900 Hannan Road
39900 Van Born Road (Canton)",Wayne,MI,Wayne,48184,42.2652,-83.4315
1225,Advanced Disposal Rolling Hills Landfill Inc.,175 County Road 37 NE,Buffalo,MN,Wright,55313,45.244,-93.88799999999999
1226,Albert Lea Landfill,22590 740th Avenue,Albert Lea,MN,Freeborn,56007,43.681999999999995,-93.38
1227,Anoka-Ramsey Sanitary LF,14730 Sunfish Lake Boulevard NW,Ramsey,MN,Anoka,55303,45.2393,-93.4293
1229,Blue Earth County/Ponderosa Sanitary Landfill,20028 Gooseberry Lane,Mankato,MN,Blue Earth,56001,44.123000000000005,-94.09299999999999
1231,Burnsville SLF,2650 West Cliff Road,Burnsville,MN,Dakota,55337,44.782,-93.319
1232,Clay County SLF,3301 190th Street South,Hawley,MN,Clay,56549,46.8357,-96.412
1234,Crow Wing County SLF,"15728 State Highway 210
6 miles NE of Brainerd",Brainerd,MN,Crow Wing,56401,46.4305,-94.0683
1235,East Central SLF (ECSWC),1756 180th Avenue,Mora,MN,Kanabec,55051,45.846070000000005,-93.35722
1236,Elk River SLF Inc.,22460 Hwy 169 NW,Elk River,MN,Sherburne,55330,45.37721,-93.56445
1237,Flying Cloud SLF,9813 Flying Cloud Drive,Eden Prairie,MN,Hennepin,55347,44.825959999999995,-93.447972
1240,Kandiyohi County SLF,15650 Hwy 71 NE,New London,MN,Kandiyohi,56273,45.275,-95.0092
1242,Louisville Landfill,3698 130th Street W,Shakopee,MN,Scott,55379,44.763000000000005,-93.59
1243,Lyon County SLF,"2025 220th Avenue
8 mi SW of Marshall off of Hwy 23",Lynd,MN,Lyon,56157,44.347,-95.9
1244,Mar-Kit Sanitary Landfill,2650 290th Avenue,Hallock,MN,Kittson,56728,48.783308,-96.816449
1245,Morrison County Landfill,"17502 Iris Road
County Road 35",Little Falls,MN,Morrison,56345,45.9337,-94.303
1246,Nobles County Landfill Inc.,24777 220th Street,Rushmore,MN,Nobles,56168,43.672715000000004,-95.756084
1247,Olmsted County/Kalmar LF,7401 19th Street NW,Rochester,MN,Olmsted,55901,44.04600000000001,-92.588
1248,Pine Bend Landfill,2495 East 117th Street,Inver Grove Heights,MN,Dakota,55077,44.77917,-93.05711
1250,Rice County SLF,3800 East 145th Street,Dundas,MN,Rice,55019,44.3777,-93.2266
1251,Roseau County LF,31660 County Road #13,Salol,MN,Roseau,56756,48.85,-95.535
1252,Spruce Ridge Landfill,12755 137th Street,Glencoe,MN,McLeod,55336,44.81586,-94.24837
1255,Steele County SLF,9420 SE 64th Avenue,Blooming Prairie,MN,Steele,55917,43.952,-93.1058
1256,Washington County Landfill,Lake Jane Road & Jamaca Avenue,Lake Elmo,MN,Washington,55042,45.0075,-92.9212
1257,Waste Disposal Engineering (WDE) SLF,14435 NW Crosstown Boulevard,Andover,MN,Anoka,55304,45.228,-93.31200000000001
1258,WLSSD SLF,4857 Ridgeview Road,Duluth,MN,St. Louis,55811,46.854,-92.16
1259,Woodlake SLF,4000 Hamel Road,Medina,MN,Hennepin,55340,45.0422,-93.6249
1262,Advanced Disposal Maple Hill Landfill Inc.,31226 Intrepid Road,Macon,MO,Macon,63552,39.7341,-92.5387
1263,Advanced Disposal Oak Ridge Landfill,1741 Sulphur Spring Road,Ballwin,MO,St. Louis,63021,38.558679999999995,-90.5266
1266,Backridge Landfill,26265 State Highway B,La Grange,MO,Lewis,63448,40.016,-91.523
1268,Black Oak Landfill,5054 Highway HH,Hartville,MO,Wright,65667,37.2398,-92.4585
1270,Bridgeton Landfill,13570 St. Charles Rock Road,Bridgeton,MO,St. Louis,63044,38.765,-90.445
1272,Butler County Landfill,6038 Highway T,Poplar Bluff,MO,Butler,63901,36.88588,-90.3113
1274,Central Missouri SLF,"24461 Oak Grove Lane
21469 Highway 50 West",Sedalia,MO,Pettis,65301,38.7253,-93.287
1277,Champ Landfill,2305 Creve Coeur Mill Road,Maryland Heights,MO,St. Louis,63043,38.743,-90.46
1278,City of Maryville Sanitary Landfill,North Main Street,Maryville,MO,Nodaway,64468,40.37,-94.8755
1281,Columbia SLF,5700 Peabody Road,Columbia,MO,Boone,65202,39.0144,-92.2541
1282,"Courtney Ridge Landfill, LLC",2001 N. Courtney Road,Sugar Creek,MO,Jackson,64050,39.141087,-94.388472
1286,Eagle Ridge Sanitary Landfill,"13100 Hwy VV
2.5 miles east of Hwy 61 off of exit UU",Bowling Green,MO,Pike,63334,39.4214,-91.2182
1288,Ellis-Scott Landfill,61 NW 850,Clinton,MO,Henry,64735,38.4825,-93.7645
1293,Fulton SLF,6797 County Road 305,Fulton,MO,Callaway,65251,38.8159,-92.0141
1302,IESI Timber Ridge Landfill,12581 State Highway H,Richwoods,MO,Washington,63071,38.172,-90.77
1303,Jackson County Landfill,Mica Lane,Jackson,MO,Cape Girardeau,63755,37.3695,-89.7363
1304,Jefferson City Sanitary Landfill,5605 Moreau River Access Road,Jefferson City,MO,Cole,65101,38.5435,-92.1
1305,Johnson County Landfill,230 SE 421,Warrensburg,MO,Johnson,64093,38.726056,-93.667204
1311,Lamar Landfill,Hwy 71 & DD,Lamar,MO,Barton,64759,37.547,-94.301
1312,Lee's Summit SLF,2101 SE Hamblen Road,Lee's Summit,MO,Jackson,64082,38.86962,-94.35622
1313,Lemons East Sanitary Landfill / Lemons West Landfill,15250 Old Bloomfield Road,Dexter,MO,Stoddard,63841,36.832771,-89.9412
1316,Midwest Landfill,Highway N & Wardfield Road,Lonedell,MO,Franklin,63072,38.3438,-90.8308
1319,Missouri Pass Landfill,2520 Adie Road,Maryland Heights,MO,St. Louis,63043,38.70767,-90.416613
1320,Moberly Municipal SLF,"Off Missouri DD
5 mi NW of town",Moberly,MO,Randolph,65270,39.477,-92.508
1328,Newton McDonald County Landfill Inc.,525 Austin Avenue,Neosho,MO,Newton,64850,36.8075,-94.3749
1334,Plattco/Riverview,16450 NW River Road,Parkview,MO,Platte,64152,39.218,-94.795
1335,Prairie Valley Landfill,3975 Highway 19 North,Cuba,MO,Crawford,64543,38.120802000000005,-91.429348
1336,Prairie View Regional Waste Facility,16 East State Highway  Dd,Lamar,MO,Barton,64759,37.551,-94.311
1337,Redbird Landfill,1700 Cecos Lane,Arnold,MO,Jefferson,63010,38.45013,-90.406883
1339,Rumble Landfill #2,2031 N. Courtney Road W. of Hwy 291,Sugar Creek,MO,Jackson,64050,39.1405,-94.4
1344,Show-Me Regional Landfill,230 SE 421 Road,Warrensburg,MO,Johnson,64093,38.72586,-93.66711
1345,Southeast SLF,8301 Indiana Avenue,Kansas City,MO,Jackson,64132,38.9767,-94.5435
1346,Springfield Sanitary Landfill,3545 W. Farm Road 34,Willard,MO,Greene,65781,37.385,-93.35
1348,St. Joseph City SLF,9431 50th Road SE,St. Joseph,MO,Buchanan,64507,39.6714,-94.773
1358,Wayne County Landfill,Highway E,Greenville,MO,Wayne,63944,37.1272,-90.445
1364,Woods Chapel SLF,24415 E. 39th Street,Blue Springs,MO,Jackson,64015,39.0425,-94.323
1366,Big River Landfill,52 Landfill Road,Leland,MS,Washington,38756,33.4063,-90.9606
1367,Byram Landfill,6810 I-55 South Frontage Road,Jackson,MS,Hinds,39212,32.155,-90.27
1368,Central Landfill,8680 Highway 11 N,McNeill,MS,Pearl River,39457,30.7073,-89.6017
1369,City of Canton SLF,303 Soldier Colony Road,Canton,MS,Madison,39046,32.597,-90.06647
1370,City of Durant LF,100 Huckleberry Road,Durant,MS,Holmes,39063,33.13,-89.86200000000001
1371,City of Louisville Solid Waste Landfill,3698 Landfill Road,Louisville,MS,Winston,39339,33.1665,-89.055
1372,Clearview Environmental Control Facility,2253 Mudline Road,Lake,MS,Scott,39092,32.2354,-89.3723
1374,Golden Triangle Regional Landfill,2505 Old West Point Road,Starkville,MS,Oktibbeha,39759,33.5283,-88.6724
1375,Gulf Pines LF,14543 Hudson Krohn Road,Biloxi,MS,Harrison,39532,30.490446000000002,-88.942707
1378,Jefferson County LF,4335 Highway 61 S,Fayette,MS,Jefferson,39069,31.651999999999997,-91.14399999999999
1379,Kemper County Solid Waste Landfill,Highway 16,De Kalb,MS,Kemper,39328,32.7982,-88.5726
1380,Leflore County Landfill,15200 Highway 49 E. South,Sidon,MS,Leflore,38954,33.4456,-90.2078
1381,Little Dixie Landfill,1716 N County Line Road,Ridgeland,MS,Madison,39157,32.4088,-90.24325
1382,MacLand Landfill,11300 Highway 63 N,Moss Point,MS,Jackson,39562,30.504140000000003,-88.5325
1383,Northeast Mississippi Regional Landfill,2941 County Road 302,Walnut,MS,Tippah,38683,34.9477,-88.93775
1384,Pecan Grove Sanitary Landfill,9685 Firetower Road,Pass Christian,MS,Harrison,39571,30.427,-89.2669
1385,Pine Belt Regional Landfill,5274 Highway 29 S,Ovett,MS,Perry,39464,31.4056,-89.0938
1386,Pine Ridge Sanitary Landfill,520 Murphy Road,Meridian,MS,Lauderdale,39301,32.3754,-88.6102
1387,Plantation Oaks Sanitary Landfill,35 Shieldsboro Road,Sibley,MS,Adams,39165,31.3576,-91.3954
1388,Pleasant Hills,5255 Sandridge,Olive Branch,MS,DeSoto,38654,34.9366,-89.8925
1389,Prairie Bluff Sanitary Landfill,1649 Highway 15 N,Houston,MS,Chickasaw,38851,33.9585,-88.9921
1390,Three Rivers Regional Landfill,"1904 Pontotoc Pkwy, West",Pontotoc,MS,Pontotoc,38863,34.295072999999995,-89.058313
1391,Tunica Landfill,6035 Bowdre Road,Robinsonville,MS,Tunica,38664,34.7877,-90.2483
1393,Billings City Landfill,5240 Jellison Road,Billings,MT,Yellowstone,59101,45.72368,-108.54805
1395,City of Bozeman SLF,2134 Story Mill Road,Bozeman,MT,Gallatin,59715,45.717,-111.024
1404,Flathead County Landfill,4098 Hwy 93 N,Kalispell,MT,Flathead,59901,48.3117,-114.344
1405,Gallatin County Logan Landfill,10585 Two Dog Road,Three Forks,MT,Gallatin,59752,45.87462,-111.41042
1406,High Plains SLF,"142 Powerline Road
9 miles N of Great Falls, 1 mile E of US 87",Floweree,MT,Cascade,59440,47.626670000000004,-111.189
1408,Lake County Landfill,39276 Kerr Dam Road,Polson,MT,Lake,59860,47.663862,-114.20784599999999
1409,Lewis & Clark County Landfill,4075 Deal Lane,Helena,MT,Lewis and Clark,59602,46.6719,-111.87799999999999
1412,Missoula Landfill,3737 Coal Mine Road,Missoula,MT,Missoula,59802,46.9028,-114.01100000000001
1421,Valley View Landfill,300 Highway 518,East Helena,MT,Lewis and Clark,59635,46.56937,-111.90458999999998
1422,Alamance County Landfill,2701 Austin Quarter Road SR-2148,Graham,NC,Alamance,27253,35.93083,-79.29666999999999
1423,Alexander County Landfill,2500 Paynes Dairy Road,Taylorsville,NC,Alexander,28681,35.9005,-81.2132
1425,Anderson Creek LF Harnett County,NC State Road 1164 Poplar Drive,Anderson Creek,NC,Harnett,27546,35.3277,-78.9317
1427,Anson County Waste Management Facility,"375 Dozer Drive
(375 Allied Road)",Polkton,NC,Anson,28135,34.973,-80.257
1428,Ashe County Landfill,729 Fred Pugh Road,Crumpler,NC,Ashe,28617,36.521,-81.368
1429,Avery County LF,2175 Brushy Creek Road,Spruce Pine,NC,Avery,28777,35.9515,-81.9865
1432,Blackburn SLF,3993 Rocky Ford Road,Newton,NC,Catawba,28658,35.6077,-81.31
1434,Brunswick County LF,179 March 9 1764 Dr NE,Bolivia,NC,Brunswick,28422,34.0564,-78.1702
1435,Buncombe County New Landfill,85 Panther Branch Road,Alexander,NC,Buncombe,28701,35.7272,-82.64399999999999
1436,Buncombe County Old Landfill,Highway 251,Woodfin,NC,Buncombe,28804,35.661,-82.60799999999999
1437,Caldwell County Mt. Herman Landfill,1200 Drag Strip Road,Hudson,NC,Caldwell,28638,35.87695,-81.467236
1438,Canton LF-Haywood County,SR 1854,Canton,NC,Haywood,28716,35.52493,-82.82085
1440,Caswell County LF,162 Landfill Road,Yanceyville,NC,Caswell,27379,36.4395,-79.3644
1441,Charlotte Motor Speedway Landfill V,5105 Morehead Road,Concord,NC,Cabarrus,28027,35.3457,-80.6826
1442,Chatham County LF,720 County Landfill Road,Pittsboro,NC,Chatham,27312,35.7401,-79.26471
1443,Cherokee County Landfill,5610 Fairview Road (SR 1515),Marble,NC,Cherokee,28905,35.17883,-83.90334
