State,, FIPS,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Tucker County, West Virginia(6,8)",,54093,527.4,464.7,597.3,59,falling,-1.8,-3.4,-0.2
"Bacon County, Georgia(7,8)",,13005,455.2,403.5,511.9,59,stable,-0.3,-2,1.5
"Franklin County, Texas(6,8)",,48159,398.4,351.6,450.3,59,stable,-0.5,-2.4,1.5
"Lincoln County, Arkansas(6,8)",,5079,367.2,326.1,412.4,59,falling,-3.6,-6.7,-0.4
"Monroe County, Missouri(6,8)",,29137,448.5,396,506.8,59,stable,0.6,-1.2,2.4
"Ozark County, Missouri(6,8)",,29153,366.5,321.5,417.1,59,stable,-0.9,-2.4,0.7
"Prowers County, Colorado(6,8)",,8099,394.5,349.3,444.2,59,stable,-0.9,-2.2,0.3
"Richland County, Montana(6,8)",,30083,463.1,410.2,521.1,59,stable,0.7,-1.6,3.1
"Coleman County, Texas(6,8)",,48083,427.3,377,483.5,59,stable,-0.5,-2.2,1.3
"Cuming County, Nebraska(6,8)",,31039,442.2,390.4,499.6,59,stable,-0.3,-1.7,1.1
"Phelps County, Nebraska(6,8)",,31137,469.9,415.4,530,59,stable,0.4,-1.3,2.2
"Woodruff County, Arkansas(6,8)",,5147,603.9,532.4,683.2,59,rising,1.7,0.2,3.2
"Adams County, Washington(6,8)",,53001,342.4,303.5,384.8,59,falling,-1.8,-3.3,-0.3
"Fall River County, South Dakota(6,8)",,46047,488.6,427.5,557.3,59,falling,-2.6,-4.7,-0.4
"Louisa County, Iowa(7,8)",,19115,403.8,357.7,454.6,59,stable,-0.3,-1,0.5
"San Augustine County, Texas(6,8)",,48405,410,360.8,465.1,59,rising,1.5,0.1,2.9
"Turner County, Georgia(7,8)",,13287,547.8,484.8,617.2,58,stable,0.1,-1.4,1.6
"Blaine County, Oklahoma(6,8)",,40011,441.7,390.4,498.3,58,stable,-0.3,-1.8,1.2
"Franklin City, Virginia(6,8)",,51620,535.9,473,605.3,58,stable,0.5,-1.3,2.3
"Twiggs County, Georgia(7,8)",,13289,457,402.6,517.6,58,stable,0.5,-1.3,2.4
"Wilkinson County, Georgia(7,8)",,13319,471.5,417,531.7,58,stable,0,-1.4,1.5
"Candler County, Georgia(7,8)",,13043,416.4,368.2,469.4,58,stable,0,-1.8,2
"Knox County, Nebraska(6,8)",,31107,431.4,378.7,490.1,58,stable,-0.1,-2.1,1.9
"Moffat County, Colorado(6,8)",,8081,382.6,337.9,431.7,58,falling,-3,-4.5,-1.5
"Gunnison County, Colorado(6,8)",,8051,351,308.8,397.3,58,falling,-2.8,-4.8,-0.8
"Madison Parish, Louisiana(7,8)",,22065,460.7,407.9,518.5,58,stable,0.2,-2,2.4
"Searcy County, Arkansas(6,8)",,5129,452.6,398,513.6,58,stable,0.7,-0.7,2.1
"Cleveland County, Arkansas(6,8)",,5025,496.1,438.4,559.9,57,stable,0.4,-1.2,2.1
"Trimble County, Kentucky(7,8)",,21223,530,468.4,597.7,57,stable,1.4,-0.5,3.3
"Coosa County, Alabama(6,8)",,1037,345.7,304.7,391.5,57,stable,-1,-3.5,1.6
"Irwin County, Georgia(7,8)",,13155,485.9,430.2,547.2,57,stable,0.1,-1.2,1.5
"Lee County, Arkansas(6,8)",,5077,450.3,398.4,507.5,57,stable,1.1,-0.7,2.9
"Lewis County, Missouri(6,8)",,29111,445.6,393.5,503,57,stable,-2.4,-5.1,0.4
"Merrick County, Nebraska(6,8)",,31121,524.4,463,592.4,57,stable,0.1,-1.2,1.4
"Rosebud County, Montana(6,8)",,30087,541.1,477.4,611,57,stable,0.5,-1.1,2.2
"Glacier County, Montana(6,8)",,30035,433,382.7,488,57,stable,-0.1,-2.3,2.2
"Houston County, Tennessee(6,8)",,47083,498.5,439.9,563.4,57,stable,2,0,4.1
"Beaverhead County, Montana(6,8)",,30001,413,363.8,467.8,57,stable,-1.4,-3.4,0.6
"Cheyenne County, Nebraska(6,8)",,31033,452.3,399.4,510.6,57,stable,-0.4,-2.4,1.6
"Millard County, Utah(7,8)",,49027,389,343.4,439.2,57,stable,0.4,-0.2,1
"Wilkinson County, Mississippi(6,8)",,28157,508.1,449,573.2,57,stable,0.8,-1.6,3.4
"Morrow County, Oregon(6,8)",,41049,426.2,376.5,480.9,57,stable,-0.8,-2.4,1
"Perry County, Tennessee(6,8)",,47135,502,442,568.4,57,stable,0.3,-1.5,2.2
"Camden County, North Carolina(6,8)",,37029,443.5,392.1,500.3,56,stable,-1.8,-3.7,0.2
"Dallas County, Arkansas(6,8)",,5039,512.6,451.1,580.9,56,stable,0.7,-0.9,2.3
"McCulloch County, Texas(6,8)",,48307,460.5,405.5,521.7,56,stable,0.1,-1.9,2.1
"Hamilton County, Nebraska(6,8)",,31081,453.6,399.8,513,56,stable,0.4,-0.9,1.7
"Alamosa County, Colorado(6,8)",,8003,346.9,306,391.6,56,stable,-0.5,-2.3,1.4
"Ballard County, Kentucky(7,8)",,21007,489.6,431.7,553.8,56,stable,-0.5,-1.9,0.8
"Benewah County, Idaho(7,8)",,16009,420.8,369.5,478,56,falling,-1.9,-3.4,-0.3
"Bristol City, Virginia(6,8)",,51520,237.4,209.3,268.4,56,falling,-5.1,-8.5,-1.5
"Van Buren County, Iowa(7,8)",,19177,518,456.7,586.3,56,stable,0.1,-0.5,0.8
"Evans County, Georgia(7,8)",,13109,439.6,388.6,495.6,56,stable,-1,-2.2,0.3
"Grand County, Colorado(6,8)",,8049,313.9,274.2,357.9,56,falling,-1.8,-3.4,-0.1
"Lee County, Kentucky(7,8)",,21129,603.2,531.5,682.6,55,stable,1,-0.6,2.6
"Decatur County, Iowa(7,8)",,19053,546.6,479.6,620.8,55,stable,0.4,-0.2,1.1
"Owyhee County, Idaho(7,8)",,16073,401.5,354,453.8,55,falling,-2.1,-3.7,-0.5
"Butler County, Nebraska(6,8)",,31023,474.6,417.9,537.6,55,stable,0,-1.5,1.6
"Harrison County, Missouri(6,8)",,29081,445,390.7,505.3,55,stable,-0.3,-2.2,1.6
"Modoc County, California(7,8)",,6049,377.8,330.9,430.5,55,stable,-1.1,-2.6,0.4
"Switzerland County, Indiana(6,8)",,18155,414.5,365.7,468.3,55,falling,-1.7,-3.1,-0.3
"Washita County, Oklahoma(6,8)",,40149,376.3,331.6,425.7,55,falling,-1.9,-3.5,-0.3
"Charles City County, Virginia(6,8)",,51036,472.7,414.2,538.5,55,stable,0.7,-1.5,3
"Greene County, Alabama(6,8)",,1063,460.6,403.6,523.9,55,stable,0.5,-1.4,2.4
"Hamilton County, Texas(6,8)",,48193,415.7,364.2,473.3,55,stable,-1.3,-2.9,0.3
"Terry County, Texas(6,8)",,48445,382.8,338.2,431.8,55,stable,-0.4,-1.8,1.1
"Warren County, Indiana(6,8)",,18171,462.9,408,523.9,55,stable,-1.2,-2.6,0.3
"Franklin County, Mississippi(6,8)",,28037,527.5,464.3,597.5,55,stable,1.4,-0.9,3.7
"Oregon County, Missouri(6,8)",,29149,340.7,298.8,387.5,55,stable,-0.5,-2.7,1.7
"Perry County, Alabama(6,8)",,1105,449.7,395.1,510,54,stable,0.9,-1.4,3.3
"Schuyler County, Illinois(6,8)",,17169,505.1,444.8,572.5,54,rising,2.2,0.5,3.9
"Falls Church City, Virginia(6,8)",,51610,372.8,328.2,421.7,54,stable,-1.6,-3.1,0
"Monroe County, Iowa(7,8)",,19135,490.9,432.2,556,54,stable,0.5,0,1
"Valley County, Montana(6,8)",,30105,484.1,425.2,549.6,54,stable,-0.7,-2.8,1.4
"Benton County, Indiana(6,8)",,18007,485.9,428.2,549.7,54,stable,-0.7,-2.7,1.3
"Chariton County, Missouri(6,8)",,29041,451.7,395.9,514.1,54,stable,-0.4,-1.5,0.7
"Dawson County, Montana(6,8)",,30021,441,387.8,499.8,54,falling,-1.9,-3.2,-0.6
"Lucas County, Iowa(7,8)",,19117,422.3,370.9,479.5,54,stable,-0.2,-0.9,0.5
"Pocahontas County, Iowa(7,8)",,19151,476.3,417.8,542,54,stable,-0.1,-0.7,0.5
"Seminole County, Georgia(7,8)",,13253,418.9,367.6,476.1,54,stable,-0.6,-2.6,1.5
"Stephens County, Texas(6,8)",,48429,427,375.8,483.8,54,stable,-1.1,-3,0.9
"Nevada County, Arkansas(6,8)",,5099,443.9,390.2,503.5,54,stable,0.1,-1.5,1.6
"Rio Grande County, Colorado(6,8)",,8105,341,299.7,386.9,54,stable,-1.8,-3.6,0
"Sullivan County, Pennsylvania(6,8)",,42113,464.3,406.7,530.2,54,falling,-8.6,-14.1,-2.8
"Duval County, Texas(6,8)",,48131,383.2,337.8,433.2,53,stable,0.2,-1.5,2
"Pecos County, Texas(6,8)",,48371,325.6,287.3,367.5,53,stable,-0.3,-2.3,1.7
"Hancock County, Georgia(7)",,13141,399.5,350.8,454,53,*,*,*,*
"Andrews County, Texas(6,8)",,48003,344.6,303.6,389.4,53,falling,-3.8,-5.7,-2
"Custer County, South Dakota(6,8)",,46033,364.4,315.7,419.8,53,falling,-2.6,-4.6,-0.6
"Fremont County, Iowa(7,8)",,19071,486.6,426,554.3,53,stable,0,-0.6,0.6
"Roberts County, South Dakota(6,8)",,46109,415.1,363.7,472,53,stable,0.6,-0.9,2.1
"Wolfe County, Kentucky(7,8)",,21237,541.6,476,614.4,53,stable,-1,-2.5,0.4
"Lanier County, Georgia(7,8)",,13173,490.1,431.1,555,53,stable,-1,-2.6,0.6
"Pleasants County, West Virginia(6,8)",,54073,515,453.3,583.6,53,stable,0.2,-1.5,1.9
"Adair County, Iowa(7,8)",,19001,469.9,410.8,536,52,stable,0.6,-0.3,1.5
"Clear Creek County, Colorado(6,8)",,8019,379.3,329.8,435.1,52,stable,-0.3,-2.1,1.4
"Daviess County, Missouri(6,8)",,29061,459.5,402.9,522.5,52,stable,0.4,-0.8,1.6
"Gaines County, Texas(6,8)",,48165,339.8,299.2,384.2,52,stable,-1.5,-3.3,0.4
"Pendleton County, West Virginia(6,8)",,54071,424,370.3,484.7,52,stable,0.3,-1.3,2
"Taylor County, Georgia(7,8)",,13269,462.3,406.1,524.7,52,stable,-0.2,-1.7,1.4
"Choctaw County, Mississippi(6,8)",,28019,429.8,377.4,488.1,52,rising,3.1,1.8,4.4
"Madison County, Montana(6,8)",,30057,347.7,302.9,398.9,52,stable,-1.4,-2.8,0.1
"Radford City, Virginia(6,8)",,51750,420.4,369.8,475.9,52,stable,-1.7,-3.4,0
"Graham County, North Carolina(6,8)",,37075,388.8,340.4,443,52,stable,0.3,-2.5,3.2
"Greer County, Oklahoma(6,8)",,40055,710.4,624.4,805.3,52,rising,30.8,3.9,64.8
"Nicholas County, Kentucky(7,8)",,21181,575.5,505.8,652.7,52,stable,0.9,-0.9,2.8
"Ward County, Texas(6,8)",,48475,426,374.7,482.4,52,stable,-0.2,-2,1.6
"Grant County, South Dakota(6,8)",,46051,480,420.4,546.6,51,stable,0.3,-1.3,1.9
"Kemper County, Mississippi(6,8)",,28069,378.3,331.9,429.8,51,stable,-0.8,-2.6,0.9
"Roosevelt County, Montana(6,8)",,30085,484.4,424.8,550,51,stable,-0.3,-1.9,1.4
"Iron County, Wisconsin(6,8)",,55051,434.4,379,498.5,51,stable,-0.9,-3.4,1.7
"Lake County, Oregon(6,8)",,41037,393.1,343.7,448.8,51,falling,-2.7,-4.4,-1
"Ontonagon County, Michigan(6,8)",,26131,378.8 #  ,327,440.1,51,stable,-1,-3,1.1
"Caldwell County, Missouri(6,8)",,29025,418.7,366.7,476.6,51,falling,-12.3,-22.8,-0.4
"Gallatin County, Kentucky(7,8)",,21077,523.1,457.5,595.7,51,stable,0.6,-1.4,2.6
"Gilmer County, West Virginia(6,8)",,54021,504.6,443.6,572.5,51,stable,1.1,-0.2,2.5
"Wilcox County, Georgia(7,8)",,13315,450.6,396,511,51,stable,0.1,-1.3,1.5
"Henderson County, Illinois(6,8)",,17071,435.3,380.5,497.2,51,stable,-0.5,-2.1,1
"Johnson County, Wyoming(6,8)",,56019,403.1,351.7,460.7,51,stable,0.9,-1,2.8
"Trousdale County, Tennessee(6,8)",,47169,493.7,433.4,560.3,51,stable,0.4,-1.2,2.1
"Cumberland County, Kentucky(7,8)",,21057,510.1,445.3,582.4,50,stable,0.3,-1.1,1.8
"Humphreys County, Mississippi(6,8)",,28053,486.9,426.8,553.5,50,stable,-0.4,-2.2,1.4
"Mountrail County, North Dakota(6,8)",,38061,503.4,440.8,572.4,50,stable,1.6,-0.5,3.7
"Allendale County, South Carolina(6,8)",,45005,397.2,347.5,452.5,50,stable,-1,-2.4,0.5
"Jefferson County, Nebraska(6,8)",,31095,436.4,379.7,500,50,stable,0.1,-1.6,1.8
"King and Queen County, Virginia(6,8)",,51097,485.4,423.4,554.9,50,stable,0.9,-1.1,2.9
"Ida County, Iowa(7,8)",,19093,470.7,410.7,537.9,50,stable,0.6,-0.2,1.3
"Tunica County, Mississippi(6,8)",,28143,509,445.7,578.6,50,stable,-4.2,-8.8,0.7
"Alexander County, Illinois(6,8)",,17003,505.6,441.1,577.6,50,stable,-1.5,-4.2,1.3
"Burt County, Nebraska(6,8)",,31021,470.5,409.1,539.7,50,stable,0.3,-1.6,2.3
"Clay County, Tennessee(6,8)",,47027,408,356.2,466.3,50,falling,-1.3,-2.6,-0.1
"Franklin County, Idaho(7,8)",,16041,364.1,319.5,413.3,50,stable,0.8,-0.9,2.5
"Red River Parish, Louisiana(7,8)",,22081,422.2,370.2,480.1,50,stable,-0.3,-1.6,1
"Surry County, Virginia(6,8)",,51181,497.4,433.1,569.8,50,rising,2,0.6,3.3
"Yuma County, Colorado(6,8)",,8125,395.7,346.4,450.3,49,stable,-0.9,-3.2,1.4
"Claiborne County, Mississippi(6,8)",,28021,471,411.3,537.2,49,stable,1.1,-0.6,2.8
"Galax City, Virginia(6,8)",,51640,530.4,463.3,605.2,49,stable,18.8,-5.8,49.8
"Howard County, Missouri(6,8)",,29089,376,328.5,428.8,49,stable,-2.1,-4.2,0
"Reeves County, Texas(6,8)",,48389,340.6,299.2,386.2,49,falling,-2.4,-4,-0.8
"Cedar County, Nebraska(6,8)",,31027,387.1,336.6,443.7,49,stable,-0.5,-2.6,1.6
"Grand Isle County, Vermont(6,8)",,50013,515.2,446.2,592.6,49,stable,1.2,-1,3.5
"Hancock County, Tennessee(6,8)",,47067,522.5,455.8,597.2,49,stable,2.2,-1,5.6
"Randolph County, Georgia(7,8)",,13243,466.4,405,535.2,49,stable,0.5,-1.3,2.3
"Traill County, North Dakota(6,8)",,38097,454.4,396.2,519.2,49,stable,0.2,-1.5,2
"Bottineau County, North Dakota(6,8)",,38009,471.6,410.3,540.7,48,stable,-1.3,-3.1,0.5
"Emery County, Utah(7,8)",,49015,406.5,355.1,463.4,48,stable,-0.1,-1.2,0.9
"Kodiak Island Borough, Alaska(6,8)",,2150,408.2,352.7,469.5,48,stable,-1.5,-3.6,0.6
"Tillman County, Oklahoma(6,8)",,40141,474.5,414.5,541.3,48,stable,0.4,-1.3,2.1
"Hutchinson County, South Dakota(6,8)",,46067,438.1,379.9,503.4,48,stable,-0.3,-2.3,1.7
"Long County, Georgia(7,8)",,13183,331.7,288.4,379.4,48,falling,-1.8,-3.4,-0.2
"Pembina County, North Dakota(6,8)",,38067,441,382.6,506.8,48,stable,0.9,-1,2.8
"Platte County, Wyoming(6,8)",,56031,358,310.2,411.9,48,falling,-1.6,-3.1,-0.1
"Hancock County, Kentucky(7,8)",,21091,430.1,375.9,490.3,48,stable,1.1,-0.7,3
"Archer County, Texas(6,8)",,48009,371.7,324.7,424.4,48,stable,-0.2,-1.9,1.6
"Dade County, Missouri(6,8)",,29057,413.2,358.7,474.6,48,stable,-1.8,-3.8,0.2
"Spink County, South Dakota(6,8)",,46115,536.9,465.8,616.2,48,stable,0,-2.2,2.3
"Worth County, Iowa(7,8)",,19195,459.8,400.4,526.2,47,stable,0.2,-0.6,1.1
"Hamilton County, New York(7,8)",,36041,532.8,459.2,618.2,47,stable,-1,-2.5,0.5
"Johnson County, Georgia(7,8)",,13167,360,314.5,410.8,47,stable,0.2,-1.6,2
"Kingsbury County, South Dakota(6,8)",,46077,621.5,538.6,714.8,47,stable,1.6,-0.8,4
"Mono County, California(7,8)",,6051,272.3,236.6,312.1,47,stable,-1.6,-3.8,0.6
"Boise County, Idaho(7,8)",,16015,412.6,353.5,480.2,47,stable,-0.4,-2.8,2.2
"Goliad County, Texas(6,8)",,48175,418.4,363.7,480,47,stable,-1.1,-2.5,0.2
"Grand County, Utah(7,8)",,49019,379.7,330.6,434.5,47,stable,-0.5,-1.6,0.6
"Davis County, Iowa(7,8)",,19051,428.1,373,489.3,47,stable,0.2,-0.7,1.1
"Essex County, Vermont(6,8)",,50009,483.6,416.7,559.4,46,stable,-0.4,-2.4,1.6
"Baraga County, Michigan(6,8)",,26013,375.5 #  ,326.4,430.6,46,stable,-1.4,-3,0.1
"Rappahannock County, Virginia(6,8)",,51157,375.9,325.2,433.7,46,falling,-2.5,-4,-1
"Talbot County, Georgia(7,8)",,13263,448.4,387.9,517.1,46,stable,0.2,-1.3,1.7
"Calhoun County, West Virginia(6,8)",,54013,392.1,340.1,450.9,45,stable,-1.4,-3,0.2
"Major County, Oklahoma(6,8)",,40093,431.7,374.8,495.4,45,stable,-0.1,-2.1,1.9
"Nemaha County, Nebraska(6,8)",,31127,483.7,420.1,554.9,45,stable,1.8,0,3.8
"Shelby County, Missouri(6,8)",,29205,530.2,460.2,608.8,45,stable,0.1,-1.4,1.5
"Woods County, Oklahoma(6,8)",,40151,416.6,362.2,477.1,45,stable,-0.5,-2.3,1.3
"Jenkins County, Georgia(7,8)",,13165,421.7,367.3,482.2,45,falling,-1.5,-2.9,-0.1
"Montgomery County, Georgia(7,8)",,13209,419.9,365,481,45,stable,-0.7,-2.4,1
"Newton County, Arkansas(6,8)",,5101,343.1,296.4,396.2,45,stable,-1,-3,1
"Jefferson County, Mississippi(6,8)",,28063,483.2,420.1,553.5,45,stable,1.1,-0.8,3.2
"Powell County, Montana(6,8)",,30077,457.1,397.2,524.8,45,stable,-0.4,-2.5,1.7
"Forest County, Pennsylvania(6,8)",,42053,406.8,352.8,468.6,44,stable,8.2,-3.3,21.2
"Benton County, Mississippi(6,8)",,28009,392.9,341.6,450.4,44,stable,0.4,-2.6,3.5
"Broadwater County, Montana(6,8)",,30007,501.2,432.7,578.8,44,rising,5.5,1.2,10
"Huerfano County, Colorado(6,8)",,8055,341.3,291.6,399.1,44,falling,-2.7,-5.1,-0.2
"Maries County, Missouri(6,8)",,29125,355.7,308.4,408.9,44,stable,-0.9,-2.9,1.2
"Union County, Indiana(6,8)",,18161,460.1,399.3,528.3,44,stable,0.5,-1.2,2.3
"Grant County, Oregon(6,8)",,41023,359,306.4,419.1,44,stable,-0.8,-2.5,0.9
"Washakie County, Wyoming(6,8)",,56043,374.1,323.7,430.7,44,falling,-5.3,-9.4,-1
"White Pine County, Nevada(6,8)",,32033,347.5,302.1,398.3,44,stable,-1.7,-3.7,0.4
"Clark County, Missouri(6,8)",,29045,443.6,384.2,510.4,43,stable,1.1,-1.2,3.4
"Lafayette County, Florida(6,8)",,12067,435.7,379.2,498.6,43,stable,1,-1.3,3.3
"Somervell County, Texas(6,8)",,48425,378,327.9,434.2,43,stable,-0.1,-2,1.8
"Edwards County, Illinois(6,8)",,17047,449.4,389.5,516.9,43,stable,-1.2,-3.1,0.9
"Wallowa County, Oregon(6,8)",,41063,347,297.1,404.6,43,falling,-5.9,-9.8,-1.7
"Doddridge County, West Virginia(6,8)",,54017,351.1,304.3,403.8,43,stable,1.6,-0.5,3.8
"Quitman County, Mississippi(6,8)",,28119,456.2,395.7,523.8,43,stable,1.6,-0.7,3.8
"East Carroll Parish, Louisiana(7,8)",,22035,526.6,457.4,603.7,43,stable,0.7,-0.6,2.2
"Fulton County, Kentucky(7,8)",,21075,504.5,436.1,581.2,43,stable,0.3,-0.8,1.5
"Kane County, Utah(7,8)",,49025,392.5,337,455.3,43,stable,-0.4,-1.2,0.4
"Refugio County, Texas(6,8)",,48391,421.3,363.8,485.9,43,falling,-1.9,-3.4,-0.3
"Taylor County, Iowa(7,8)",,19173,471.5,405.7,545.7,43,stable,0.2,-0.6,0.9
"Wayne County, Nebraska(6,8)",,31179,409.7,354.1,471.9,43,stable,-0.7,-3.2,1.8
"Wirt County, West Virginia(6,8)",,54105,524,452.2,605,43,stable,-1.2,-3.3,1
"Clinch County, Georgia(7,8)",,13065,532.3,460.3,612.6,42,stable,-0.3,-1.7,1.2
"Kearney County, Nebraska(6,8)",,31099,479.2,413.7,552.8,42,stable,1.7,-0.2,3.6
"Audubon County, Iowa(7,8)",,19009,449.1,386.4,520.5,42,stable,0.1,-0.7,0.8
"Fillmore County, Nebraska(6,8)",,31059,477.9,411.9,552.8,42,stable,-0.1,-2,1.9
"Wayne County, Iowa(7,8)",,19185,446.1,383.8,516.5,42,stable,-0.4,-1.3,0.6
"Dawes County, Nebraska(6,8)",,31045,382.7,329.5,442.7,42,stable,-0.5,-2.6,1.7
"Osceola County, Iowa(7,8)",,19143,467.6,402.6,541,42,stable,0.2,-0.7,1.1
"Howard County, Nebraska(6,8)",,31093,438.7,379.4,505.8,42,falling,-1.9,-3.2,-0.6
"Jefferson County, Oklahoma(6,8)",,40067,456.6,394.1,527.1,42,stable,-1.4,-3,0.3
"Menifee County, Kentucky(7,8)",,21165,479.8,413.5,554.4,42,stable,-0.3,-1.6,1
"Pierce County, Nebraska(6,8)",,31139,439,379.2,506.2,42,stable,-0.8,-2.9,1.3
"Bethel Census Area, Alaska(6,8)",,2050,344,293.5,400,42,stable,-2.6,-5.6,0.5
"Brewster County, Texas(6,8)",,48043,312.5,268.9,361.9,42,stable,-1.1,-3.2,1.1
"Weston County, Wyoming(6,8)",,56045,413.5,356.7,477.5,42,stable,0,-1.4,1.5
"Manassas Park City, Virginia(6,8)",,51685,333.6,286.5,386,41,stable,-2.9,-5.9,0.2
"Antelope County, Nebraska(6,8)",,31003,423.2,362.7,491.9,41,stable,-0.7,-2.3,0.9
"Buena Vista City, Virginia(6,8)",,51530,488.7,422.4,563.4,41,stable,1.2,-0.9,3.4
"Lake County, Tennessee(6,8)",,47095,461.8,400,531.1,41,rising,2.1,0.4,3.7
"Morgan County, Utah(7,8)",,49029,408,353,469.1,41,stable,-0.2,-1.1,0.7
"Reynolds County, Missouri(6,8)",,29179,416.4,358.5,482.3,41,stable,-0.5,-2.1,1.1
"Colfax County, Nebraska(6,8)",,31037,367.5,318,422.5,41,stable,-1.4,-3.4,0.7
"Day County, South Dakota(6,8)",,46037,440.3,376.5,513.2,41,stable,0.2,-1.8,2.3
"Pulaski County, Illinois(6,8)",,17153,490,421.7,567.2,41,stable,0.9,-1,2.8
"San Juan County, Utah(7,8)",,49037,273.3,236.3,314.3,41,stable,0,-0.9,1
"Pondera County, Montana(6,8)",,30073,486.2,417.3,564,41,stable,-1.3,-3.1,0.5
"Shannon County, South Dakota(6,8)",,46113,433.4,372,501.4,41,stable,-1.5,-3.3,0.3
"Valdez-Cordova Census Area, Alaska(6,8)",,2261,429.5,365.8,501,41,stable,-1.7,-3.4,0.1
"Warren County, Georgia(7)",,13301,507.1,435.3,588.5,41,*,*,*,*
"Delta County, Texas(6,8)",,48119,529.5,455.5,613.2,40,stable,1.7,-0.1,3.5
"Elliott County, Kentucky(7,8)",,21063,407.2,351.6,469.8,40,stable,-0.6,-2.2,1
"Ringgold County, Iowa(7,8)",,19159,520.1,444.2,606.5,40,stable,0.6,-0.4,1.6
"Bon Homme County, South Dakota(6,8)",,46009,400.5,344.4,463.9,40,stable,-1.3,-3.7,1.2
"Covington City, Virginia(6,8)",,51580,507.8,437.2,588,40,rising,3.8,2.4,5.2
"Luce County, Michigan(6,8)",,26095,429.4 #  ,370,496.8,40,stable,-1.4,-3.8,1
"Shannon County, Missouri(6,8)",,29203,334,286.9,387.4,40,stable,-1.8,-3.6,0.1
"Thayer County, Nebraska(6,8)",,31169,492.5,418.8,576.6,40,rising,1.4,0.1,2.8
"Zavala County, Texas(6,8)",,48507,330.8,285.6,381.1,40,stable,-0.1,-1.8,1.6
"Carter County, Missouri(6,8)",,29035,477.7,411,552.9,40,stable,-0.9,-3.4,1.7
"Marion County, Georgia(7,8)",,13197,333.4,286.6,386.5,40,falling,-2.7,-4.5,-0.9
"Cameron County, Pennsylvania(6,8)",,42023,487.7,416.1,570.2,40,stable,-4.1,-9,1.1
"Scott County, Illinois(6,8)",,17171,535.4,461.5,619.2,40,stable,1,-0.6,2.7
"Tripp County, South Dakota(6,8)",,46123,451.6,386.1,526.3,40,stable,-0.7,-2.6,1.3
"Alfalfa County, Oklahoma(6,8)",,40003,472.3,407.7,545.4,39,stable,0.6,-1.5,2.7
"Crook County, Wyoming(6,8)",,56011,385.8,330.9,448,39,stable,1.2,-1.2,3.7
"Dimmit County, Texas(6,8)",,48127,340.7,293.6,393.2,39,stable,0.4,-2.2,3.2
"Harney County, Oregon(6,8)",,41025,348,297.2,405.9,39,falling,-2.9,-4.6,-1.3
"Lafayette County, Arkansas(6,8)",,5073,355.3,304.2,413.7,39,stable,-1.6,-3.3,0.2
"Zapata County, Texas(6,8)",,48505,294.4,254.2,339.1,39,stable,-0.8,-3.1,1.6
"Boone County, Nebraska(6,8)",,31011,467.8,399.4,545.8,39,stable,-0.6,-2.8,1.6
"Gentry County, Missouri(6,8)",,29075,422.3,362.6,489.7,39,stable,-0.7,-2.8,1.6
"Mitchell County, Texas(6,8)",,48335,406.3,350.5,468.7,39,stable,-0.7,-3,1.6
"Putnam County, Illinois(6,8)",,17155,421.9,361.9,490.6,39,falling,-2.1,-3.7,-0.6
"Atkinson County, Georgia(7,8)",,13003,447,384.7,516.6,39,stable,-0.5,-1.9,0.8
"Calhoun County, Arkansas(6,8)",,5013,497.1,427.4,576.5,39,stable,1.4,-1.8,4.8
"McCook County, South Dakota(6,8)",,46087,536.5,460.4,622.2,39,stable,0.3,-1.4,2
"Dixon County, Nebraska(6,8)",,31051,483.4,413.4,562.6,38,stable,-0.2,-2.4,2.2
"Furnas County, Nebraska(6,8)",,31065,476.1,406.1,556.5,38,stable,0.9,-0.8,2.6
"Sitka Borough, Alaska(6,8)",,2220,377.9,324.1,438.4,38,stable,-1.3,-3.3,0.7
"Gallatin County, Illinois(6,8)",,17059,498.6,425.4,581.8,38,falling,-1.9,-3.2,-0.6
"Lexington City, Virginia(6,8)",,51678,534.2,452.2,628.6,38,rising,4.6,1.8,7.5
"Bland County, Virginia(6,8)",,51021,389.9,334,453.8,37,stable,-0.6,-3.7,2.6
"Cameron Parish, Louisiana(7,8)",,22023,436.3,373.7,506.9,37,stable,-1.1,-2.5,0.2
"Stark County, Illinois(6,8)",,17175,456.3,390.1,531.5,37,stable,0,-2.2,2.3
"Teton County, Idaho(7,8)",,16081,374,319.1,435.5,37,stable,-0.9,-2.7,0.9
"Dickey County, North Dakota(6,8)",,38021,522.7,445.9,610,37,stable,-0.4,-3.1,2.5
"Jack County, Texas(6,8)",,48237,337.7,290.1,391.3,37,falling,-2.6,-4.7,-0.5
"Miller County, Georgia(7,8)",,13201,447.7,383.1,520.9,37,stable,-0.1,-1.9,1.7
"Musselshell County, Montana(6,8)",,30065,495,419.4,582.2,37,stable,11.6,-3.7,29.4
"Brule County, South Dakota(6,8)",,46015,543.1,465,631.3,37,stable,0.7,-2,3.5
"Clay County, Nebraska(6,8)",,31035,421.9,360.3,491.8,37,stable,-0.7,-2.8,1.5
"Ferry County, Washington(6,8)",,53019,298.6,254.2,349.9,37,falling,-4,-6,-2
