State,, FIPS,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Greenlee County, Arizona(6,8)",,4011,386.5,331.4,448,37,stable,-0.7,-3,1.7
"Pepin County, Wisconsin(6,8)",,55091,325.3,278.3,379,37,stable,-2,-3.9,0
"Parmer County, Texas(6,8)",,48369,359.6,308.8,416.3,37,stable,-0.5,-2.3,1.3
"Sheridan County, Nebraska(6,8)",,31161,453.8,384,533.9,37,stable,1.6,-0.7,4
"McHenry County, North Dakota(6,8)",,38049,460.2,392.6,536.8,37,stable,-0.3,-2.2,1.6
"Ransom County, North Dakota(6,8)",,38073,470.8,399.9,551.5,37,stable,-1.4,-3.4,0.7
"Sublette County, Wyoming(6,8)",,56035,294.7,252,342.9,37,falling,-3.9,-5.9,-1.9
"Yukon-Koyukuk Census Area, Alaska(6,8)",,2290,612.8,522.5,714.4,37,stable,1.5,-1.1,4.2
"Calhoun County, Illinois(6,8)",,17013,455.8,389.1,532.5,36,stable,-0.8,-3.1,1.7
"Cotton County, Oklahoma(6,8)",,40033,439.8,375.8,512.5,36,stable,0.3,-1.7,2.3
"Carlisle County, Kentucky(7,8)",,21039,522.4,445.8,609.4,36,stable,0.7,-1.1,2.5
"Nuckolls County, Nebraska(6,8)",,31129,489.8,413.1,578.6,36,stable,-1.4,-3.8,1
"Teton County, Montana(6,8)",,30099,389.6,331.6,456,36,stable,-1.7,-3.5,0.2
"Bath County, Virginia(6,8)",,51017,482.5,409.5,567,36,stable,13,-2.8,31.4
"Kit Carson County, Colorado(6,8)",,8063,355.3,303.7,413.6,36,stable,-1.2,-2.9,0.5
"Ohio County, Indiana(6,8)",,18115,391.8,333.9,458.3,36,stable,-1.6,-3.8,0.6
"Owsley County, Kentucky(7,8)",,21189,579.8,494.3,677,35,stable,0.4,-1.7,2.5
"Custer County, Colorado(6,8)",,8027,352.1,295.2,421.4,35,falling,-2.5,-4.1,-0.9
"Johnson County, Nebraska(6,8)",,31097,485.9,414.4,567.5,35,stable,0.6,-1.7,2.9
"Treutlen County, Georgia(7,8)",,13283,408.2,348.4,475.9,35,stable,0.7,-0.7,2.1
"Wells County, North Dakota(6,8)",,38103,471.2,396.3,558.6,35,stable,0.7,-1.2,2.5
"Polk County, Nebraska(6,8)",,31143,460.1,388.9,541.6,35,stable,0.4,-1.6,2.3
"Pope County, Illinois(6,8)",,17151,494.1,414.6,586.9,34,rising,3.3,0.8,5.9
"Wheeler County, Texas(6,8)",,48483,485.8,413.3,568.1,34,stable,0.2,-2,2.4
"Brown County, Illinois(6,8)",,17009,464.2,396.6,540.5,34,stable,-0.3,-2.8,2.4
"Juab County, Utah(7,8)",,49023,350.7,299.4,408.2,34,stable,-0.1,-1.2,1
"Swisher County, Texas(6,8)",,48437,364.9,310.5,426.3,34,stable,-1.1,-2.8,0.6
"Beaver County, Utah(7,8)",,49001,505,430.1,589.4,34,stable,0.8,-0.4,2
"Mineral County, Montana(6,8)",,30061,461.8,386.6,549.8,34,stable,0.8,-1.7,3.4
"Haskell County, Texas(6,8)",,48207,402.4,340.5,473.4,34,stable,-0.6,-2.7,1.6
"Ochiltree County, Texas(6,8)",,48357,353.8,301.4,412.5,34,stable,-2.3,-5.1,0.6
"Hot Springs County, Wyoming(6,8)",,56017,445.2,373,528.8,34,stable,-1,-2.9,1
"Southeast Fairbanks Census Area, Alaska(6,8)",,2240,442.2,372.6,521.1,33,stable,-2.4,-5.4,0.8
"Caribou County, Idaho(7,8)",,16029,390.5,331.5,457.6,33,stable,0.1,-1.7,1.9
"Cherry County, Nebraska(6,8)",,31031,376.9,318.3,444.3,33,stable,-1.1,-3.6,1.4
"Hamlin County, South Dakota(6,8)",,46057,473.3,401.1,554.9,33,stable,1.3,-0.8,3.4
"Moore County, Tennessee(6,8)",,47127,358.6,303.6,421.9,33,stable,-16.3,-35.5,8.5
"Saguache County, Colorado(6,8)",,8109,342.3,286.9,406.4,33,stable,-0.9,-2.9,1.1
"Craig County, Virginia(6,8)",,51045,425.4,358.7,502.5,33,stable,1.8,-0.8,4.5
"Childress County, Texas(6,8)",,48075,416.4,353.6,487.4,33,stable,0,-1.7,1.6
"Liberty County, Florida(6,8)",,12077,355.3,301.9,415.9,33,stable,-1.5,-3.4,0.5
"McKenzie County, North Dakota(6,8)",,38053,312.5,263.8,367.2,32,stable,-1.9,-4,0.2
"Atchison County, Missouri(6,8)",,29005,393.4,330.4,466.1,32,stable,-0.9,-2.7,0.9
"Power County, Idaho(7,8)",,16077,364.4,308.5,427.7,32,stable,1.2,-0.9,3.3
"Wheeler County, Georgia(7,8)",,13309,354.2,300.7,415.1,32,stable,1.9,-0.6,4.6
"Emporia City, Virginia(6,8)",,51595,452.1,382.3,531.8,32,stable,-1.7,-3.3,0
"Pickett County, Tennessee(6,8)",,47137,376.4,315.4,447.7,32,stable,-0.6,-3.2,2.2
"Van Buren County, Tennessee(6,8)",,47175,367.1,308.6,434.8,32,stable,-0.7,-4.1,2.7
"Winkler County, Texas(6,8)",,48495,435.5,369.3,510.1,32,stable,-1.7,-4.2,0.7
"Columbia County, Washington(6,8)",,53013,469.8,391.8,561,31,stable,-0.5,-2.7,1.7
"Hardin County, Illinois(6,8)",,17069,456.7,383.8,542,31,stable,-0.6,-2.7,1.5
"Moody County, South Dakota(6,8)",,46101,367.6,310.7,432.6,31,stable,-0.5,-2.2,1.2
"Wrangell-Petersburg Census Area, Alaska(6,8)",,2280,383.1,322.8,452.7,31,falling,-6.6,-10.7,-2.4
"Deuel County, South Dakota(6,8)",,46039,497,418.7,587.2,31,stable,-0.5,-2.3,1.4
"Walworth County, South Dakota(6,8)",,46129,369.3,308.8,439.3,31,stable,-1.2,-3.3,0.9
"Custer County, Idaho(7,8)",,16037,402.4,337.2,479.6,31,stable,-0.5,-2.2,1.2
"Nome Census Area, Alaska(6,8)",,2180,436.3,362.5,519.7,31,stable,-0.1,-2.7,2.5
"Hickman County, Kentucky(7,8)",,21105,430,360.4,510.6,31,stable,0.1,-1.5,1.8
"Mills County, Texas(6,8)",,48333,378.2,316.2,450.7,31,stable,0.3,-2.6,3.4
"Phillips County, Montana(6,8)",,30071,481.1,403.7,570.9,31,stable,0,-1.7,1.7
"Stewart County, Georgia(7,8)",,13259,461,389.6,542.7,31,stable,1.1,-1.1,3.3
"Brooks County, Texas(6,8)",,48047,339.5,286.1,400.4,31,stable,-0.8,-3.7,2.3
"Gregory County, South Dakota(6,8)",,46053,472.7,392.6,565.7,31,stable,0.5,-2.7,3.9
"Chouteau County, Montana(6,8)",,30015,362.7,305.3,429,30,falling,-2.1,-3.8,-0.4
"Bailey County, Texas(6,8)",,48017,396.1,334.1,466.3,30,stable,-1.4,-4,1.2
"Florence County, Wisconsin(6,8)",,55037,407.3,337.7,489.8,30,stable,0.8,-0.6,2.2
"Prince of Wales-Outer Ketchikan, Alaska(6,8)",,2201,399,331.7,476.5,30,stable,-1.3,-4,1.4
"Sullivan County, Missouri(6,8)",,29211,350,294.4,413.7,30,stable,-1.9,-4,0.2
"Mineral County, Nevada(6,8)",,32021,414.9,343.3,498.7,30,stable,-1.8,-4.2,0.6
"Putnam County, Missouri(6,8)",,29171,383.8,321,457,30,stable,1.3,-1.9,4.7
"Conejos County, Colorado(6,8)",,8021,280.3,235.3,331.9,29,stable,-1.4,-3.6,0.8
"Crosby County, Texas(6,8)",,48107,418.1,350.2,495.5,29,stable,0.5,-1.3,2.4
"North Slope Borough, Alaska(6,8)",,2185,465.4,378.5,564.4,29,stable,-0.2,-2.9,2.5
"Coal County, Oklahoma(6,8)",,40029,368.8,308.9,437.7,29,falling,-3.4,-5.5,-1.2
"Floyd County, Texas(6,8)",,48153,370.9,311.6,439,29,falling,-1.8,-3.3,-0.2
"Holt County, Missouri(6,8)",,29087,412.3,343.4,492.8,29,stable,-0.7,-3.4,2
"Wahkiakum County, Washington(6,8)",,53069,403.7,328,494.1,29,stable,-0.2,-2.3,1.9
"Adams County, Iowa(7,8)",,19003,510.2,424.4,610,29,rising,1.4,0.7,2.2
"Morrill County, Nebraska(6,8)",,31123,423.3,353.9,503.4,29,stable,-1.2,-3.4,1.2
"Sargent County, North Dakota(6,8)",,38081,550.1,457.8,656.7,29,stable,0.8,-2.1,3.9
"Bear Lake County, Idaho(7,8)",,16007,373.3,311,444.9,29,stable,1.5,-0.9,3.9
"Edmunds County, South Dakota(6,8)",,46045,498.4,415.5,594.5,29,rising,3.8,1.4,6.2
"Ouray County, Colorado(6,8)",,8091,385.1,316,467.1,29,stable,-1.2,-3.9,1.5
"Cavalier County, North Dakota(6,8)",,38019,445.9,367.7,538.1,29,stable,-0.5,-2.2,1.2
"Dewey County, Oklahoma(6,8)",,40043,425.9,356.9,505.5,29,stable,-1.1,-3.8,1.6
"Thurston County, Nebraska(6,8)",,31173,436.8,366.1,516.9,29,stable,-1.5,-3.7,0.7
"Benson County, North Dakota(6,8)",,38005,419.3,351.2,496.7,28,stable,-0.5,-2.7,1.7
"Hyde County, North Carolina(6,8)",,37095,362.3,303.5,430.6,28,stable,-1.1,-3.8,1.6
"San Miguel County, Colorado(6,8)",,8113,343.6,278.6,419.1,28,falling,-3.8,-6.7,-0.7
"Sherman County, Nebraska(6,8)",,31163,629.5,517.1,760.8,28,stable,0.9,-2.4,4.3
"Calhoun County, Georgia(7,8)",,13037,366.5,307.2,434.6,28,falling,-3.6,-5.7,-1.5
"Grant County, Oklahoma(6,8)",,40053,436.1,364.1,519.5,28,stable,-0.5,-2.5,1.4
"Rio Blanco County, Colorado(6,8)",,8103,371.2,310.5,440.6,28,falling,-2.3,-4.3,-0.3
"San Saba County, Texas(6,8)",,48411,311.7,259.8,372.4,28,falling,-2.9,-5.1,-0.7
"Valley County, Nebraska(6,8)",,31175,425.9,354.4,509.5,28,stable,0.6,-2.4,3.7
"Blaine County, Montana(6,8)",,30005,360.9,302.1,428.3,28,stable,-1.3,-4,1.4
"Pershing County, Nevada(6,8)",,32027,349.4,291.5,416.1,28,stable,0.7,-2.8,4.3
"Tyrrell County, North Carolina(6,8)",,37177,480.5,401.7,571.8,28,rising,3.3,0.6,6.2
"Garfield County, Utah(7,8)",,49017,384.4,319.2,460.2,27,stable,-0.5,-1.9,0.9
"Todd County, South Dakota(6,8)",,46121,431.6,358.5,514.1,27,stable,-0.4,-2.9,2.2
"Sharkey County, Mississippi(6,8)",,28125,445.4,368.8,534.1,27,stable,-0.4,-3.4,2.7
"Tensas Parish, Louisiana(7,8)",,22107,362.7,300.6,435.5,27,stable,3.2,-3.2,10.1
"Kimble County, Texas(6,8)",,48267,350.1,286.4,425.8,27,stable,-1.1,-3.5,1.4
"Lynn County, Texas(6,8)",,48305,371.3,309,443.1,27,stable,15.8,-0.2,34.3
"Castro County, Texas(6,8)",,48069,296,246.5,352.8,27,falling,-3.8,-6.2,-1.3
"Webster County, Nebraska(6,8)",,31181,469.8,389.4,564.4,27,stable,-0.8,-2.4,0.8
"Yoakum County, Texas(6,8)",,48501,342.3,285.7,406.6,27,stable,-1.8,-4.9,1.3
"LaMoure County, North Dakota(6,8)",,38045,369.5,305,446.3,26,stable,-1.7,-3.5,0.2
"Beaver County, Oklahoma(6,8)",,40007,364,302.1,435.6,26,stable,-1.2,-3.3,1
"Carson County, Texas(6,8)",,48065,328.3,272.8,392.6,26,stable,-2.4,-4.9,0.3
"Lincoln County, Colorado(6,8)",,8073,377.4,313.8,450.7,26,stable,1.7,-0.9,4.3
"Pierce County, North Dakota(6,8)",,38069,402.2,330.3,486.5,26,stable,-1.6,-4,0.8
"Scotland County, Missouri(6,8)",,29199,410.6,340,492.1,26,stable,-1.9,-5,1.3
"Bent County, Colorado(6,8)",,8011,342.1,284.7,409,26,stable,-0.8,-2.5,0.8
"Dallam County, Texas(6,8)",,48111,406,337.2,484.3,26,falling,-2.3,-4.5,-0.1
"Franklin County, Nebraska(6,8)",,31061,478.5,392.5,581.3,26,rising,14.3,0.9,29.4
"Sweet Grass County, Montana(6,8)",,30097,437.3,359.1,529.7,26,stable,0.5,-2.5,3.6
"Ellis County, Oklahoma(6,8)",,40045,429.5,354.4,517.4,26,stable,0.3,-2.5,3.1
"Lewis County, Idaho(7,8)",,16061,424,346.4,515.7,26,falling,-4.1,-6,-2.2
"Mercer County, Missouri(6,8)",,29129,479.6,396.6,576.7,26,stable,1.2,-1.6,4.1
"Clark County, South Dakota(6,8)",,46025,491,402.2,594.6,25,stable,1,-1.3,3.4
"Phillips County, Colorado(6,8)",,8095,409.3,335.5,495.5,25,stable,-1.4,-3.8,0.9
"Emmons County, North Dakota(6,8)",,38029,407.3,332,498.2,25,stable,0.5,-2.1,3
"Knox County, Missouri(6,8)",,29103,424.8,350.3,512.2,25,stable,-1.8,-3.7,0.1
"Nance County, Nebraska(6,8)",,31125,498.2,408,603.7,25,stable,1,-1.7,3.7
"Schuyler County, Missouri(6,8)",,29197,397.3,328.2,477.9,25,stable,-1.7,-3.4,0
"Sheridan County, Montana(6,8)",,30091,435,358.2,525.6,25,stable,0.9,-1.4,3.3
"Adams County, Idaho(7,8)",,16003,350.4,283.1,432,25,falling,-2.4,-4.6,-0.2
"Baylor County, Texas(6,8)",,48023,404.4,332.5,489.9,25,stable,-1.2,-4.2,1.8
"Lake County, Colorado(6,8)",,8065,319.3,262.2,385.1,25,stable,-1.3,-4.5,2
"Washington County, Colorado(6,8)",,8121,355.8,293,429.4,25,stable,-2.3,-4.9,0.4
"Coke County, Texas(6,8)",,48081,434.9,354.5,531,24,stable,1.5,-0.8,3.9
"Harper County, Oklahoma(6,8)",,40059,475.4,391.7,572.8,24,stable,-0.3,-2.5,2
"Hand County, South Dakota(6,8)",,46059,485.4,391.7,596.3,24,stable,1.8,-1,4.7
"Schley County, Georgia(7,8)",,13249,392,323.5,471.5,24,stable,-0.8,-2.5,1
"Knox County, Texas(6,8)",,48275,478.8,393.4,578.4,24,stable,1.2,-1.5,3.9
"Lincoln County, Nevada(6,8)",,32017,310.4,253.7,377.4,24,falling,-5.4,-9.1,-1.4
"Dewey County, South Dakota(6,8)",,46041,489.7,403.4,588.4,24,stable,0.2,-3.1,3.7
"Garza County, Texas(6,8)",,48169,388,320.3,465.9,24,stable,-1.1,-4.6,2.6
"Lincoln County, Idaho(7,8)",,16063,438.1,360.7,527.1,24,stable,0.6,-1.2,2.3
"Hansford County, Texas(6,8)",,48195,377.8,311.8,453.9,24,stable,10.8,-1.9,25.3
"Hartley County, Texas(6,8)",,48205,359.2,297,431,24,stable,8.3,-1.7,19.3
"Gilpin County, Colorado(6,8)",,8047,311.6,247.7,388.1,23,falling,-5.2,-8.4,-2
"Clay County, Georgia(7,8)",,13061,472,382.3,579.2,23,stable,1.7,-1.4,4.8
"Guadalupe County, New Mexico(7,8)",,35019,386.3,317.4,467,23,stable,-0.7,-1.8,0.4
"Baca County, Colorado(6,8)",,8009,406.5,326.4,502.1,23,stable,0.4,-1.6,2.4
"Chattahoochee County, Georgia(7,8)",,13053,491.2,400.9,594.3,23,stable,0.7,-2.2,3.7
"Fisher County, Texas(6,8)",,48151,368.3,299.2,450.7,23,stable,-0.5,-2.3,1.4
"Harlan County, Nebraska(6,8)",,31083,396,320.1,487.2,23,stable,-1.9,-4.5,0.8
"Nelson County, North Dakota(6,8)",,38063,381.3,310,469.2,23,stable,-1.1,-3.5,1.3
"Chase County, Nebraska(6,8)",,31029,402.7,327.3,491.5,23,stable,0.4,-1.7,2.6
"Pawnee County, Nebraska(6,8)",,31133,497.3,397.5,617.5,23,stable,2.9,-0.2,6.1
"Kimball County, Nebraska(6,8)",,31105,415,334.6,510.3,22,stable,-1.6,-3.9,0.8
"Quitman County, Georgia(7,8)",,13239,533.1,430.9,657.6,22,stable,0.9,-1.4,3.2
"Catron County, New Mexico(7,8)",,35003,264,211.3,334,22,falling,-1.6,-2.8,-0.3
"Douglas County, South Dakota(6,8)",,46043,540.8,433,668.4,22,stable,1.2,-1.5,4
"Foster County, North Dakota(6,8)",,38031,460.8,373.1,564.8,22,stable,0.9,-2.6,4.4
"Highland County, Virginia(6,8)",,51091,525.8,413.8,665.5,22,stable,2.5,-0.5,5.5
"La Salle County, Texas(6,8)",,48283,300.8,246.5,363.5,22,stable,-1.8,-5.1,1.5
"Hitchcock County, Nebraska(6,8)",,31087,499.2,400.5,617.1,22,stable,0.2,-3,3.5
"Sutton County, Texas(6,8)",,48435,457.8,373.6,556.2,22,stable,-1.5,-4.4,1.5
"Toole County, Montana(6,8)",,30101,338.1,275.4,411.7,22,falling,-3.2,-5.8,-0.6
"Hardeman County, Texas(6,8)",,48197,390.5,316.5,477.9,22,stable,-0.6,-2.7,1.5
"Granite County, Montana(6,8)",,30039,369,293.3,462.7,21,stable,-2,-5.7,1.8
"McIntosh County, North Dakota(6,8)",,38051,461.3,363,581.3,21,stable,0.5,-1.9,2.9
"Mora County, New Mexico(7,8)",,35033,305.8,243.6,380.4,21,stable,-0.5,-1.7,0.8
"Bowman County, North Dakota(6,8)",,38011,447.7,360.1,551.9,21,stable,0,-3.7,3.9
"Northwest Arctic Borough, Alaska(6,8)",,2188,358.5,289.9,437.9,21,stable,-0.1,-2.1,1.9
"Marshall County, South Dakota(6,8)",,46091,309.7,248.5,382.2,20,stable,-0.6,-4,2.9
"Oneida County, Idaho(7,8)",,16071,363.5,292.4,447.6,20,stable,-0.1,-2.8,2.7
"Hall County, Texas(6,8)",,48191,436.9,349.2,542,20,stable,0.6,-3.1,4.3
"Menominee County, Wisconsin(6,8)",,55078,414.2,334.6,507.5,20,falling,-3.8,-6.2,-1.3
"Presidio County, Texas(6,8)",,48377,203.9,164,251.3,20,stable,-2.6,-5.9,0.9
"Stanton County, Nebraska(6,8)",,31167,272,220.1,333.2,20,falling,-4.6,-7.7,-1.3
"Donley County, Texas(6,8)",,48129,417.7,331.4,520.9,20,stable,-0.1,-2.4,2.3
"McPherson County, South Dakota(6,8)",,46089,517.3,407.1,650.9,20,rising,13.9,3.1,25.8
"Real County, Texas(6,8)",,48385,305,245.1,379.8,20,stable,3.5,-1.5,8.7
"Aurora County, South Dakota(6,8)",,46003,499.4,401.2,616.5,20,stable,0.9,-1.4,3.1
"Harmon County, Oklahoma(6,8)",,40057,523.6,421,645.3,20,stable,2,-0.1,4.1
"Lyman County, South Dakota(6,8)",,46085,429.3,345.6,527.7,20,stable,-1.8,-4.6,1
"Potter County, South Dakota(6,8)",,46107,506.3,392.7,645.4,20,stable,1.5,-2.4,5.5
"Grant County, North Dakota(6,8)",,38037,439.4,347.9,552.7,19,stable,0.5,-2.5,3.5
"Hidalgo County, New Mexico(7,8)",,35023,309.7,248.9,382.4,19,stable,0.6,-0.7,1.9
"Fallon County, Montana(6,8)",,30025,516.9,414.2,638,19,stable,0.7,-2.4,3.8
"Jim Hogg County, Texas(6,8)",,48247,320.8,258,394.6,19,falling,-3,-5.5,-0.5
"Baker County, Georgia(7,8)",,13007,390,311.9,484.2,19,stable,0.8,-2.3,3.9
"Miner County, South Dakota(6,8)",,46097,565.3,447.8,707.1,19,stable,0.9,-2.2,4.1
"Butte County, Idaho(7,8)",,16023,477,378.6,596,19,rising,5.2,0.3,10.5
"Costilla County, Colorado(6,8)",,8023,301.7,236.3,382.3,19,falling,-3,-5.8,-0.2
"Mason County, Texas(6,8)",,48319,270.7,213,341.6,19,falling,-4.2,-6.7,-1.7
"Roger Mills County, Oklahoma(6,8)",,40129,383.2,305.4,475.8,19,stable,-0.5,-3.3,2.3
"Stanley County, South Dakota(6,8)",,46117,450,360.1,557.4,19,stable,-2.1,-4.4,0.3
"Brown County, Nebraska(6,8)",,31017,385.2,303.4,485.2,18,stable,-2.2,-5.1,0.7
"Crowley County, Colorado(6,8)",,8025,298.6,239.7,368.8,18,stable,-2.1,-4.4,0.2
"Renville County, North Dakota(6,8)",,38075,553.7,441.1,687.9,18,stable,2,-1.1,5.1
"Faulk County, South Dakota(6,8)",,46049,488.2,385.6,613.1,18,stable,1.4,-1.1,4
"Hanson County, South Dakota(6,8)",,46061,528.5,418.3,658.4,18,rising,3.1,0.6,5.6
"Kidder County, North Dakota(6,8)",,38043,502.1,394.9,631.8,18,stable,1.8,-2.5,6.3
"Lander County, Nevada(6,8)",,32015,267.8,214,331.6,18,stable,-3.6,-7.4,0.3
"Union County, New Mexico(7,8)",,35059,305.3,244,378.9,18,stable,6.2,-4.6,18.1
"Norton City, Virginia(6,8)",,51720,353.2,281.8,438.2,18,falling,-3.9,-6.2,-1.7
"Greeley County, Nebraska(6,8)",,31077,452.6,351.1,576.9,18,stable,-0.8,-4,2.5
"Martin County, Texas(6,8)",,48317,351.7,280.8,434.5,18,stable,1,-2,4.1
"Boyd County, Nebraska(6,8)",,31015,467.9,361.6,601.7,17,stable,3.6,-3.1,10.8
"Sierra County, California(7,8)",,6091,326.5,252.2,420.3,17,stable,-1.1,-3.4,1.3
"Garden County, Nebraska(6,8)",,31069,505,392.9,645.3,17,rising,2.8,0.4,5.2
"Storey County, Nevada(6,8)",,32029,238.6,182.2,311.6,17,falling,-4.3,-7.2,-1.3
"Crane County, Texas(6,8)",,48103,376.3,299.2,466.9,17,stable,-1.9,-3.9,0.1
"Garfield County, Nebraska(6,8)",,31071,509.8,391,657.5,17,stable,0.1,-2,2.2
"Robertson County, Kentucky(7,8)",,21201,543.6,428.9,682.9,17,stable,1.7,-1.2,4.8
"Wade Hampton Census Area, Alaska(6)",,2270,366.7,287.4,459.6,17,*,*,*,*
"Echols County, Georgia(7,8)",,13101,430.8,341.1,536.5,17,stable,-1.1,-3.4,1.1
"Glascock County, Georgia(7)",,13125,455.1,359.7,569.3,17,*,*,*,*
"Hettinger County, North Dakota(6,8)",,38041,415.1,326.1,523.7,17,stable,1,-1.6,3.6
"Keweenaw County, Michigan(6,8)",,26083,379.8 #  ,289.7,496.6,17,stable,0.2,-3.1,3.7
"Perkins County, Nebraska(6,8)",,31135,376.7,293.9,477.8,17,stable,-2.3,-6.1,1.6
"Dunn County, North Dakota(6,8)",,38025,320.4,251.9,402.4,16,falling,-2.7,-4.8,-0.5
"Meagher County, Montana(6,8)",,30059,456.4,355.2,585,16,stable,-1.1,-4.4,2.3
"Adams County, North Dakota(6,8)",,38001,401.3,308.7,516.9,16,stable,-1.5,-4.2,1.4
"Kinney County, Texas(6,8)",,48271,275.8,215.1,350.6,16,stable,-1,-5.2,3.4
"Sanborn County, South Dakota(6,8)",,46111,519.7,404.3,659.1,16,stable,-0.3,-3.6,3
"Worth County, Missouri(6,8)",,29227,493.2,382.6,629.8,16,stable,0.7,-2.6,4.2
"Skagway Hoonah Angoon Census Area, Alaska(6,8)",,2232,360.1,278.1,460.7,16,stable,-0.5,-4.9,4
"Eddy County, North Dakota(6,8)",,38027,414.1,322.6,527.7,16,stable,-0.7,-4.9,3.7
"Cimarron County, Oklahoma(6,8)",,40025,509.9,390.4,655.9,15,stable,0.5,-1.6,2.7
"Haakon County, South Dakota(6,8)",,46055,463.2,358.2,595.3,15,falling,-13.7,-19.8,-7
"Jerauld County, South Dakota(6,8)",,46073,438.2,335.5,567.2,15,stable,-2.2,-6,1.8
"Griggs County, North Dakota(6,8)",,38039,395.6,296.9,520.4,15,stable,-1.7,-6,2.7
"Webster County, Georgia(7,8)",,13307,377.3,294.4,480.1,15,stable,-0.3,-3.3,2.9
"Dillingham Census Area, Alaska(6,8)",,2070,356.6,274.4,454.9,15,stable,-2,-5.4,1.6
"Hemphill County, Texas(6,8)",,48211,345.6,270.2,435.7,15,stable,-0.6,-3.3,2.3
"Concho County, Texas(6,8)",,48095,296.8,231.5,376.9,15,stable,-0.4,-2.8,2
"Dundy County, Nebraska(6,8)",,31057,468.6,362.4,602.5,15,stable,0.1,-2.8,3.1
"Shackelford County, Texas(6,8)",,48417,304.4,237.4,386.8,15,falling,-4.7,-7.6,-1.7
"Perkins County, South Dakota(6,8)",,46105,340,259.2,439.8,15,stable,-0.9,-3.5,1.8
"Gilliam County, Oregon(6,8)",,41021,443,338,576.3,14,stable,-2.2,-5.1,0.7
"Wheatland County, Montana(6,8)",,30107,411.2,314.3,532.9,14,stable,-0.7,-4.1,2.8
"Collingsworth County, Texas(6,8)",,48087,384.2,295.6,491.8,14,stable,-1.9,-4.3,0.6
"Menard County, Texas(6,8)",,48327,355.1,266.6,469.6,14,stable,-2.2,-5.2,0.9
"Sedgwick County, Colorado(6,8)",,8115,363.6,275.6,474.3,14,stable,-2,-5.1,1.2
"DeBaca County, New Mexico(7,8)",,35011,440.1,334.5,574.7,14,stable,0.9,-0.7,2.6
"Frontier County, Nebraska(6,8)",,31063,344.5,261.5,448.2,14,stable,-2.2,-5.2,0.9
"Wheeler County, Oregon(6,8)",,41069,494.1,365.4,666.2,14,stable,0,-3.5,3.5
"Aleutians West Census Area, Alaska(6,8)",,2016,387.8,253,559.8,14,stable,-0.9,-8.1,6.8
"Deuel County, Nebraska(6,8)",,31049,422.4,322.2,550.1,14,stable,-1,-3.8,1.9
"Upton County, Texas(6,8)",,48461,335.1,258.7,427.6,14,stable,-1.4,-4.9,2.2
"Hudspeth County, Texas(6,8)",,48229,314.2,241.1,402.9,13,stable,2.3,-1.9,6.7
"Sheridan County, North Dakota(6,8)",,38083,482.7,365.2,640,13,stable,-0.4,-4,3.4
"Towner County, North Dakota(6,8)",,38095,327.2,250.2,426.8,13,stable,-2.1,-5.9,1.8
"Burke County, North Dakota(6,8)",,38013,428.6,324.2,557.8,13,stable,-1.3,-3.8,1.3
"Jackson County, South Dakota(6,8)",,46071,389.1,297.2,500.2,13,stable,-1.2,-5.1,2.9
"Oliver County, North Dakota(6,8)",,38065,480.6,360.5,631.3,13,stable,-0.3,-4.5,4.1
"Schleicher County, Texas(6,8)",,48413,332.3,254.1,428.5,13,stable,-1.6,-4.4,1.3
"Sioux County, North Dakota(6,8)",,38085,420.5,318.7,542.5,13,stable,0.4,-3.5,4.5
"Sherman County, Oregon(6,8)",,41055,433.6,326.7,571.1,13,stable,0.6,-3.9,5.3
"Bennett County, South Dakota(6,8)",,46007,384.4,291.8,496.4,12,stable,-0.6,-4.2,3.1
"Divide County, North Dakota(6,8)",,38023,322.6,240.9,427,12,stable,-0.5,-4.5,3.7
"Corson County, South Dakota(6,8)",,46031,320.7,243,415,12,stable,1.9,-3.2,7.3
"Golden Valley County, North Dakota(6,8)",,38033,472.3,354,620.6,12,stable,-0.7,-4.3,3
"Prairie County, Montana(6,8)",,30079,606.6,445.5,817.2,12,stable,0.3,-3,3.7
"Gosper County, Nebraska(6,8)",,31073,387.3,288.2,513.4,12,falling,-6.1,-9.8,-2.2
"Liberty County, Montana(6,8)",,30051,352.4,262.8,464.9,12,stable,-3.1,-6.2,0.1
"Lipscomb County, Texas(6,8)",,48295,298.1,225.8,386.8,12,falling,-4.5,-7,-2
"Logan County, North Dakota(6,8)",,38047,387.7,284.6,520.2,12,stable,-1.3,-5.4,2.9
"Crockett County, Texas(6,8)",,48105,270.5,204.3,352.1,12,stable,-1.7,-4.9,1.6
"Steele County, North Dakota(6,8)",,38091,386,287.8,511.8,12,stable,2,-1.6,5.6
"Jeff Davis County, Texas(6,8)",,48243,239.9,173.9,337.6,11,stable,-2,-5.1,1.1
"Armstrong County, Texas(6,8)",,48011,411.5,303.3,549,11,stable,0.7,-2.1,3.5
"Cochran County, Texas(6,8)",,48079,316.7,238.5,413.8,11,stable,-2.2,-6.3,2.1
"Taliaferro County, Georgia(7)",,13265,370.9,278.2,493.5,11,*,*,*,*
"Reagan County, Texas(6,8)",,48383,334.1,250.1,436.4,11,stable,-0.5,-4.3,3.5
